,lower,upper,value,start
0,2.718281828459045,2.718281828459045,2200.0000000000055,10
1,2.718281828459045,2.718281828459045,2200.0000000000055,10
2,2.718281828459045,2.718281828459045,2100.0,10
3,2.718281828459045,2.718281828459045,2200.0000000000055,10
4,2.718281828459045,2.718281828459045,2000.0000000000014,10
5,2.718281828459045,2.718281828459045,2200.0000000000055,10
6,2.718281828459045,2.718281828459045,2200.0000000000055,10
7,2.718281828459045,2.718281828459045,2200.0000000000055,10
8,2.718281828459045,2.718281828459045,2200.0000000000055,10
9,2.718281828459045,2.718281828459045,2200.0000000000055,10
10,,inf,2200.0000000000055,10
11,,inf,2200.0000000000055,10
12,,inf,2200.0000000000055,10
13,,inf,2200.0000000000055,10
14,,inf,2200.0000000000055,10
15,,inf,2200.0000000000055,10
16,,inf,2200.0000000000055,10
17,,inf,2200.0000000000055,10
18,,inf,2200.0000000000055,10
19,,inf,2200.0000000000055,10
20,,inf,2200.0000000000055,10
21,,inf,2200.0000000000055,10
22,,inf,2200.0000000000055,10
23,,inf,2200.0000000000055,10
24,,inf,2200.0000000000055,10
25,,inf,2200.0000000000055,10
26,,inf,2200.0000000000055,10
27,,inf,2200.0000000000055,10
28,,inf,2200.0000000000055,10
29,,inf,2200.0000000000055,10
30,,inf,2200.0000000000055,10
31,,inf,2200.0000000000055,10
32,,inf,2200.0000000000055,10
33,,inf,2200.0000000000055,10
34,,inf,2200.0000000000055,10
35,,inf,2200.0000000000055,10
36,,inf,2200.0000000000055,10
37,,inf,2200.0000000000055,10
38,,inf,2200.0000000000055,10
39,,inf,2200.0000000000055,10
40,,inf,2200.0000000000055,10
41,,inf,2200.0000000000055,10
42,,inf,2200.0000000000055,10
43,,inf,2200.0000000000055,10
44,,inf,2200.0000000000055,10
45,,inf,2200.0000000000055,10
46,,inf,2200.0000000000055,10
47,,inf,2200.0000000000055,10
48,,inf,2200.0000000000055,10
49,,inf,2200.0000000000055,10
50,,inf,2200.0000000000055,10
51,,inf,2200.0000000000055,10
52,,inf,2200.0000000000055,10
53,,inf,2200.0000000000055,10
54,,inf,2200.0000000000055,10
55,,inf,2200.0000000000055,10
56,,inf,2200.0000000000055,10
57,,inf,2200.0000000000055,10
58,,inf,2200.0000000000055,10
59,,inf,2200.0000000000055,10
60,,inf,2200.0000000000055,10
61,,inf,2200.0000000000055,10
62,,inf,2200.0000000000055,10
63,,inf,2200.0000000000055,10
64,,inf,2200.0000000000055,10
65,,inf,2200.0000000000055,10
66,,inf,2200.0000000000055,10
67,,inf,2200.0000000000055,10
68,,inf,2200.0000000000055,10
69,,inf,2200.0000000000055,10
70,,inf,2200.0000000000055,10
71,,inf,2200.0000000000055,10
72,,inf,2200.0000000000055,10
73,,inf,2200.0000000000055,10
74,,inf,2200.0000000000055,10
75,,inf,2200.0000000000055,10
76,,inf,2200.0000000000055,10
77,,inf,2200.0000000000055,10
78,,inf,2200.0000000000055,10
79,,inf,2200.0000000000055,10
80,,inf,2200.0000000000055,10
81,,inf,2200.0000000000055,10
82,,inf,2200.0000000000055,10
83,,inf,2200.0000000000055,10
84,,inf,2200.0000000000055,10
85,,inf,2200.0000000000055,10
86,,inf,2200.0000000000055,10
87,,inf,2200.0000000000055,10
88,,inf,2200.0000000000055,10
89,,inf,2200.0000000000055,10
90,,inf,2200.0000000000055,10
91,,inf,2200.0000000000055,10
92,,inf,2200.0000000000055,10
93,,inf,2200.0000000000055,10
94,,inf,2200.0000000000055,10
95,,inf,2200.0000000000055,10
96,,inf,2200.0000000000055,10
97,,inf,2200.0000000000055,10
98,,inf,2200.0000000000055,10
99,,inf,2200.0000000000055,10
100,,inf,2200.0000000000055,10
101,,inf,2200.0000000000055,10
102,,inf,2200.0000000000055,10
103,,inf,2200.0000000000055,10
104,,inf,2200.0000000000055,10
105,,inf,2200.0000000000055,10
106,,inf,2200.0000000000055,10
107,,inf,2200.0000000000055,10
108,,inf,2200.0000000000055,10
109,,inf,2200.0000000000055,10
110,,inf,2200.0000000000055,10
111,,inf,2200.0000000000055,10
112,,inf,2200.0000000000055,10
113,,inf,2200.0000000000055,10
114,,inf,2200.0000000000055,10
115,,inf,2200.0000000000055,10
116,,inf,2200.0000000000055,10
117,,inf,2200.0000000000055,10
118,,inf,2200.0000000000055,10
119,,inf,2200.0000000000055,10
120,,inf,2200.0000000000055,10
121,,inf,2200.0000000000055,10
122,,inf,2200.0000000000055,10
123,,inf,2200.0000000000055,10
124,,inf,2200.0000000000055,10
125,,inf,2200.0000000000055,10
126,,inf,2200.0000000000055,10
127,,inf,2200.0000000000055,10
128,,inf,2200.0000000000055,10
129,,inf,2200.0000000000055,10
130,,inf,2200.0000000000055,10
131,,inf,2200.0000000000055,10
132,,inf,2200.0000000000055,10
133,,inf,2200.0000000000055,10
134,,inf,2200.0000000000055,10
135,,inf,2200.0000000000055,10
136,,inf,2200.0000000000055,10
137,,inf,2200.0000000000055,10
138,,inf,2200.0000000000055,10
139,,inf,2200.0000000000055,10
140,,inf,2200.0000000000055,10
141,,inf,2200.0000000000055,10
142,,inf,2200.0000000000055,10
143,,inf,2200.0000000000055,10
144,,inf,2200.0000000000055,10
145,,inf,2200.0000000000055,10
146,,inf,2200.0000000000055,10
147,,inf,2200.0000000000055,10
148,,inf,2200.0000000000055,10
149,,inf,2200.0000000000055,10
150,,inf,2200.0000000000055,10
151,,inf,2200.0000000000055,10
152,,inf,2200.0000000000055,10
153,,inf,2200.0000000000055,10
154,,inf,2200.0000000000055,10
155,,inf,2200.0000000000055,10
156,,inf,2200.0000000000055,10
157,,inf,2200.0000000000055,10
158,,inf,2200.0000000000055,10
159,,inf,2200.0000000000055,10
160,,inf,2200.0000000000055,10
161,,inf,2200.0000000000055,10
162,,inf,2200.0000000000055,10
163,,inf,2200.0000000000055,10
164,,inf,2200.0000000000055,10
165,,inf,2200.0000000000055,10
166,,inf,2200.0000000000055,10
167,,inf,2200.0000000000055,10
168,,inf,2200.0000000000055,10
169,,inf,2200.0000000000055,10
170,,inf,2200.0000000000055,10
171,,inf,2200.0000000000055,10
172,,inf,2200.0000000000055,10
173,,inf,2200.0000000000055,10
174,,inf,2200.0000000000055,10
175,,inf,2200.0000000000055,10
176,,inf,2200.0000000000055,10
177,,inf,2200.0000000000055,10
178,,inf,2200.0000000000055,10
179,,inf,2200.0000000000055,10
0,2.718281828459045,2.718281828459045,2200.0000000000055,11
1,2.718281828459045,2.718281828459045,2200.0000000000055,11
2,2.718281828459045,2.718281828459045,2100.0,11
3,2.718281828459045,2.718281828459045,2200.0000000000055,11
4,2.718281828459045,2.718281828459045,2000.0000000000014,11
5,2.718281828459045,2.718281828459045,2200.0000000000055,11
6,2.718281828459045,2.718281828459045,2200.0000000000055,11
7,2.718281828459045,2.718281828459045,2200.0000000000055,11
8,2.718281828459045,2.718281828459045,2200.0000000000055,11
9,2.718281828459045,2.718281828459045,2200.0000000000055,11
10,2.718281828459045,2.718281828459045,2050.000000000001,11
11,1681.0475441066415,2170.651416887942,1910.2272727272716,11
12,1337.5288937256605,2368.8047785835065,1779.98450413223,11
13,1028.1738418418051,2675.6435301420574,1658.6219243050323,11
14,767.4762543162311,3112.377138975055,1545.5340658296836,11
15,558.1788243367425,3715.7472738816527,1440.1567431594801,11
16,396.51223551939637,4541.771614088552,1341.9642379440631,11
17,275.63071825957206,5673.05022577099,1250.4666762660577,11
18,187.77282658423766,7230.592094426705,1165.2075847024637,11
19,125.51670815306215,9392.20202354495,1085.7616130182046,11
20,82.40965822073099,12420.904246610526,1011.7324121305978,11
21,53.191448690644236,16709.05423138205,942.7506567580585,11
22,33.777039902950996,22847.277720739734,878.4722028881907,11
23,21.115733354555132,31733.08090704808,818.5763708730875,11
24,13.003243509119523,44743.409326267974,762.7643455862859,11
25,7.892005558415206,64011.16724835755,710.7576856599462,11
26,4.723021628801181,92872.16187924787,662.2969343649504,11
27,2.7882839616508206,136593.75667284653,617.1403252037048,11
28,1.6244634041656691,203573.0476841788,575.0625757579966,11
29,,307324.0592710511,535.8537637744967,11
30,,469801.7817492033,499.3182798807805,11
31,,727009.8113920421,465.2738517070896,11
32,,1138540.7227098641,433.5506345452444,11
33,,1803944.328818873,403.99036400806824,11
34,,2891046.2833980042,376.4455664620639,11
35,,4685350.984529936,350.77882329419555,11
36,,7676942.256312145,326.86208534231906,11
37,,12714604.429351328,304.5760340689786,11
38,,21281401.736459043,283.8094862915482,11
39,,35991447.45147333,264.45883949894255,11
40,,61492643.912380256,246.42755498765098,11
41,,106120348.79867399,229.62567623849293,11
42,,184950797.2497826,213.9693801313229,11
43,,325483822.0128117,199.38055875873303,11
44,,578302253.1007891,185.78642975245543,11
45,,1037222745.9724468,173.11917317842435,11
46,,1877685365.6783981,161.3155931889863,11
47,,3430454188.270787,150.3168027442828,11
48,,6324192061.814764,140.06792982989987,11
49,,11763371321.919676,130.51784370513383,11
50,,22074077071.99859,121.6188998161474,11
51,,41783979378.479355,113.32670210141018,11
52,,79775175325.32892,105.59988150358664,11
53,,153607462585.9201,98.39988958288771,11
54,,298263992502.47614,91.69080620223626,11
55,,583972144661.462,85.4391603248109,11
56,,1152779975065.836,79.61376302993742,11
57,,2294167838766.391,74.18555191425992,11
58,,4602471728726.235,69.12744610192394,11
59,,9306965774760.88,64.41421114042912,11
60,,18968854971379.637,60.02233310812712,11
61,,38963336533839.58,55.92990130530026,11
62,,80652938368354.92,52.116498943575195,11
63,,168229143734430.8,48.563101288331445,11
64,,353564063443945.0,45.25198074594516,11
65,,748670219735356.0,42.166618422357985,11
66,,1597125705053777.8,39.29162171174263,11
67,,3432298617938433.5,36.61264750412381,11
68,,7430200490728810.0,34.116330628842604,11
69,,1.6201614575763024e+16,31.790217176876055,11
70,,3.5582121730267376e+16,29.622702369361736,11
71,,7.870372919778966e+16,27.602972662359793,11
72,,1.753167790760166e+17,25.720951799017076,11
73,,3.93270837520284e+17,23.96725053999316,11
74,,8.883335393773772e+17,22.33311982135725,11
75,,2.0204725844028987e+18,20.810407106264705,11
76,,4.62700021863498e+18,19.39151571265573,11
77,,1.0668253383691708e+19,18.069366914065554,11
78,,2.476352452080079e+19,16.837364624470165,11
79,,5.786760299678164e+19,15.689362490983555,11
80,,1.3612612006420221e+20,14.619633230234667,11
81,,3.223367754143543e+20,13.622840055445932,11
82,,7.682818603167449e+20,12.694010051665526,11
83,,1.8431214936288744e+21,11.828509366324681,11
84,,4.450314912261453e+21,11.022020091347992,11
85,,1.0814639358486044e+22,10.27051872148335,11
86,,2.6448397052583963e+22,9.570256081382206,11
87,,6.509303936460832e+22,8.91773862128796,11
88,,1.612129181168542e+23,8.309710988018322,11
89,,4.01770252957202e+23,7.743139784289799,11
90,,1.0075143815686863e+24,7.215198435360939,11
91,,2.542163459735166e+24,6.7232530874954195,11
92,,6.453836339475084e+24,6.264849467893455,11
93,,1.6484603242278952e+25,5.837700640537079,11
94,,4.236129540790234e+25,5.439675596864093,11
95,,1.0951523506337568e+26,5.0687886243506295,11
96,,2.848256429578415e+26,4.723189399963083,11
97,,7.451913497755906e+26,4.401153759056507,11
98,,1.9612180724904937e+27,4.101075093666288,11
99,,5.19204890373881e+27,3.821456337279948,11
100,,1.382586003835098e+28,3.5609024961017677,11
101,,3.7031555707810305e+28,3.318113689549372,11
102,,9.976181339292668e+28,3.091878665261913,11
103,,2.7030599056018783e+29,2.881068756266781,11
104,,7.366014442017739e+29,2.684632250157681,11
105,,2.0187467245313587e+30,2.501589142192383,11
106,,5.564043282146781e+30,2.33102624613381,11
107,,1.5422180583713307e+31,2.172092638442867,11
108,,4.298679928889854e+31,2.0239954130944886,11
109,,1.2048863640991003e+32,1.8859957258380449,11
110,,3.395990948230196e+32,1.7574051081672681,11
111,,9.624637832334268e+32,1.637582032610408,11
112,,2.742760380690449e+33,1.5259287122051521,11
113,,7.858963504768975e+33,1.4218881181911636,11
