Time,219027,219033,222537,222538,222539,222540,225225A,225256A,226230A,226236A,228224A,228263A,228264A,228265A,228266A,228267A,228268A,228269A,229102A,229111A,229130A,229405A,229406A,229407A,229408A,229409A,229410A,229411A,229412A,229412B,229413A,229607A,230216A,231221A,231222A,231223A,232217A,232219A,232220A,232222A,233232A,233272A,236228A,401027,401224A,401565,401569,401570,401571,407313A,407326A,407327A,407333A,407334A,407335A,408216A,408217A,410102,41010904,41010922,41010928,41010941,41010966,41010971,41010981,410131,410190,410542,410543,410545,410572A,410573,410704,410717,410742,410748,412010,415275A,421189,570016A,A4260553,A4261093,BARKERSCREEK,BUANGOR_STORAGE,ELMHURST,GREEN,LAKE_BELLFIELD,LAKE_FYANS,LAKE_LONSDALE,LAURISTON,MALMSBURY,MCCAY,MOORA,MT_COLE,RE604,RE604A,RE604B,RE670,RE690,RE704,RE750,RE851,RE852,RE931,RE961,RES_BEEWKFS,RES_BENWLOR,RES_BENWMSR,RES_MYRWNGR,ROCKLANDS,SANDHURST,SB855,SB855B,SB898,SB903,SPRINGGULLY,TAYLORS,TOOLONDO,UPPERCOLIBAN,WARTOOK,sp-o10109,sp-o10138,sp-o10298,sp-o10334,sp-o10350,sp-o10438,sp-o10454,sp-o10606,sp-o10814,sp-o10926,sp-o10930,sp-o11430,sp-o11454,sp-o11534,sp-o11590
2010-01-01T00:00:00.000+10:00,1328.847,450.193,976.952,1543494.461,1962.246,394577.652,122061.854,226735.715,168844.398,6160.215,23944.529,114012.138,7592.269,143.652,286.048,47.364,400.190,57.995,145387.892,2645.507,19025.688,35745.568,8009.330,19821.048,87.464,171.627,142.946,59.208,99.683,101.133,83.545,72167.760,1274.895,2027.897,1832.339,3140.956,901.891,,,4399.74,11836.475,267.812,,699836.523,,20809.455,8588.472,16746.030,,,,,,,,,,484397.612,2770.912,4223.515,9513.972,2933.550,,504.290,,421956.812,,15338.314,16571.782,2105.861,881953.071,24287.529,3335.527,6996.264,37304.703,57334.363,75380.651,,4635.517,,,,353.048,,,,25080.546,,,17712.258,799.362,958.806,,,240.50,6.01,824.92,842.53,1595.28,25305.62,3948.21,1630.54,,206.83,397.19,740.745,543.724,1117.852,366.491,11567.629,2278.113,,332.44,,,1149.274,,,109.881,19242.358,23322.199,8332.568,1192861.827,1027887.798,22933.873,24662.747,8697.358,531.090,110897.655,1100.694,11740.164,36806.510,4104.021,181943.367,12877.462
2010-01-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337626.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-01T00:00:00.000+10:00,8396.943,996.227,1240.743,1363237.868,1460.461,393430.888,99560.064,226437.474,165544.120,4652.657,22671.298,105935.786,7387.530,122.643,286.431,47.218,390.075,55.012,139833.677,2205.044,18857.635,34983.492,8100.212,19184.524,85.192,166.708,144.073,58.863,99.093,99.145,76.042,64303.026,1200.533,2281.190,1540.262,3129.917,838.951,,,4160.21,12038.446,259.417,,541794.419,,14272.813,9917.167,15962.651,,,,,,,,,,507554.308,2999.660,4043.055,9416.157,1337.094,,504.290,,424167.075,,9327.320,16617.902,2046.057,877934.936,26256.794,3576.067,7492.553,35345.382,58035.653,78907.209,,4475.326,,,,211.661,,,,24015.544,,,17235.536,764.139,839.679,,,234.85,6.07,748.34,797.06,1535.99,23347.46,4064.97,1438.21,,210.29,365.04,685.333,485.216,1065.173,384.182,10023.622,2297.821,,315.86,,,989.768,,,33.748,17699.032,22407.541,6959.647,1189349.000,955684.468,21920.464,24988.819,11850.870,562.520,109915.342,890.008,10210.496,36794.906,3802.096,158615.531,11502.041
2010-03-01T00:00:00.000+10:00,9210.254,1525.226,1183.840,1250587.184,1662.288,397387.021,97487.946,228292.841,162121.895,3637.117,21642.052,99135.373,7237.231,110.719,286.710,47.599,383.484,,132054.934,2301.181,18677.581,35518.683,8794.889,19400.317,93.434,169.573,146.797,59.450,101.509,104.256,72.138,58460.717,1167.708,3147.809,1400.103,3206.898,822.570,,,4041.21,12121.714,258.302,,510682.257,,19717.835,10183.062,15001.016,,,,,,,,,,558156.382,3017.196,3964.487,10166.122,5203.325,,504.290,,458951.323,,15682.651,17693.220,2094.827,859797.836,30062.833,3649.478,8501.510,38279.441,60878.066,93851.626,,4402.816,,,,356.516,,,,22974.120,,,16039.677,649.945,1107.468,,,231.29,6.08,693.30,782.25,1516.27,21788.84,4243.25,1242.51,,220.40,343.60,670.269,553.786,1116.073,372.842,8557.422,2193.871,,332.41,,,881.516,,,36.752,16559.883,18212.855,6916.186,1205600.712,888576.461,22420.642,25095.490,17229.050,798.671,111823.414,758.150,9689.738,36809.535,3807.748,171771.517,9683.064
2010-04-01T00:00:00.000+10:00,9006.501,1379.855,1187.152,1165827.301,1493.207,394412.335,78438.951,227874.393,159773.153,1532.890,21084.085,96881.459,7196.083,107.783,284.085,47.632,379.011,56.456,120710.154,2492.004,19128.243,35628.165,9155.872,20301.959,91.444,165.569,152.917,59.420,,107.872,77.431,56339.637,1144.868,3245.181,1212.645,3183.039,810.548,,,3869.46,11841.922,257.718,,459059.789,,22161.843,10161.816,14526.052,,,,,,,,,,593300.001,2987.352,2865.638,8624.206,3612.605,,504.290,,425612.965,,19883.418,17423.110,1930.764,823723.842,29212.205,3437.178,8814.257,39829.085,58612.075,90353.464,,4497.369,,,,420.517,,,,22399.200,,,15345.667,469.630,1121.700,,,229.08,6.07,680.13,779.90,1497.12,20592.15,4334.97,1103.73,,221.20,326.33,651.463,609.615,1136.000,377.160,7577.239,2335.400,,333.58,,,,,,39.613,16053.375,14891.212,6772.258,1216578.906,815332.131,24033.728,24894.225,14811.808,1526.016,111299.606,639.344,9002.572,36710.768,3953.635,152926.681,9272.825
2010-04-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523260.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-01T00:00:00.000+10:00,9176.154,1236.366,679.970,1089218.570,1403.562,395427.224,65843.160,226288.201,160409.747,1641.077,21716.453,98553.034,7252.984,119.516,283.968,47.448,383.661,56.562,115218.287,2819.970,16347.668,35743.226,9565.290,18194.541,92.341,165.851,150.415,60.986,,25.508,80.998,54795.943,1126.713,3012.548,1178.399,3115.061,806.513,,,3852.84,11109.869,226.855,,518840.947,,19223.649,9829.772,14224.825,,,,,,,,,,593789.500,2459.645,3878.797,3479.731,6696.277,,504.290,,366512.975,,15864.776,18042.700,1924.631,863008.834,30832.650,3601.367,7279.876,40322.702,58275.403,87521.420,,4420.586,,,,426.065,,,,21919.910,,,15251.935,379.952,1006.730,,,229.90,6.04,671.36,778.44,1483.52,19782.36,4673.68,1387.93,,221.92,315.81,665.298,611.000,1136.000,353.979,6512.711,2142.746,,257.96,,,654.638,,,118.194,15712.016,12237.659,6323.193,1234457.181,816209.318,26141.980,24680.404,15257.916,1799.413,111662.274,518.462,8937.805,35971.224,4068.928,135798.970,9877.042
2010-05-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421787.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-01T00:00:00.000+10:00,9177.735,2221.018,1485.058,990672.113,1485.066,404993.270,77941.279,230725.615,163824.248,3897.470,21650.578,98033.165,7354.167,129.772,283.028,46.853,395.622,56.429,113189.296,2935.950,11217.207,35627.233,10416.967,16981.480,91.970,165.413,150.266,61.280,103.683,0.230,61.857,56398.126,1131.425,2896.058,1187.449,3067.785,820.087,,,3870.14,10768.807,147.064,,700803.860,,17306.180,10036.044,14716.492,,,,,,,,,,647061.334,1577.223,2838.327,5575.621,7871.502,,504.290,,400339.456,,15085.888,21741.764,2066.431,904721.463,30536.707,3700.149,8343.080,41568.183,59295.324,87970.699,,4540.739,,,,510.342,,,,21773.129,,,15227.500,419.427,903.538,,,235.57,6.03,689.43,1016.83,1197.66,20587.56,4490.43,1808.84,,221.64,324.38,699.545,611.000,1136.000,382.508,5857.427,2033.221,,159.31,,,673.046,,,398.305,15779.143,12920.612,6243.538,1257447.890,852936.351,25739.370,25078.362,16546.038,1742.296,109053.958,462.164,9498.450,36782.970,4230.179,164788.871,12797.367
2010-06-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369706.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-01T00:00:00.000+10:00,9026.766,1379.445,942.954,965911.200,1439.054,417016.705,109320.726,244040.830,168430.721,6033.297,21573.550,106381.059,7508.065,148.262,281.661,46.335,407.699,60.744,114810.482,3159.109,12450.346,35261.762,12006.405,17039.047,92.269,164.937,153.520,59.459,108.215,96.819,75.384,60021.285,1157.643,3012.102,1283.803,3043.170,897.516,,,3967.59,10612.959,79.796,,930737.977,,12540.746,9122.725,14864.573,,,,,,,,,,827976.959,2023.479,355.452,7830.598,8116.856,,504.290,,473817.405,,10131.861,25578.693,2156.761,874556.122,25156.428,3792.217,10514.758,45448.178,58873.912,100195.708,,5099.984,,,,877.813,,,,23188.301,,,15665.161,827.268,811.315,,,262.82,6.01,740.15,1806.13,417.91,23529.70,3524.76,1856.40,,221.69,346.04,767.893,611.000,1136.000,359.398,6412.026,2271.352,,310.24,,,747.955,,,3223.065,17809.654,14639.609,9872.645,1315600.637,994224.251,31219.852,24687.291,16829.965,1729.871,109159.681,763.182,15544.131,36807.305,5150.659,256493.091,13861.828
2010-07-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356368.990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-01T00:00:00.000+10:00,9007.227,1329.072,725.165,964059.464,1140.262,430420.381,151708.901,266809.679,173402.017,5904.316,21913.382,117966.281,7881.484,186.597,282.880,46.373,411.704,58.446,123820.842,3212.681,19355.586,36260.884,14676.789,17517.631,93.389,165.711,153.984,59.143,106.530,106.464,79.695,68963.185,1436.160,4159.085,3588.478,4358.100,1517.012,,,7177.03,11783.201,459.251,,1285072.915,,13939.156,9386.935,12880.164,,,,,,,,,,1028531.954,3263.631,3838.965,10402.529,8493.287,,4430.497,,616653.958,,8893.193,34392.207,2177.388,890819.392,29559.052,3698.229,11440.762,52215.024,62180.875,199828.766,,8718.371,,,,1519.324,,,,29790.914,,,17003.871,2831.839,746.758,,,284.94,84.16,1243.83,2583.88,1489.01,27240.18,9004.00,1856.40,,222.00,482.52,810.000,611.000,1136.000,380.636,12531.910,2464.608,,439.70,,,801.815,,,12974.303,23441.523,15487.370,36436.116,1419838.522,1242838.057,65659.793,24943.550,20037.730,6372.747,110399.449,2607.968,31453.545,36845.890,23951.658,384328.210,14020.256
2010-08-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386836.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-01T00:00:00.000+10:00,8983.674,1253.932,762.242,1124127.454,1310.645,476823.565,167970.818,316735.961,182060.827,5741.066,23548.109,129200.713,8281.378,215.278,283.456,46.267,413.000,52.635,158363.830,3241.570,22399.639,35807.054,17955.833,18191.646,92.761,166.907,151.906,61.065,105.344,106.878,76.019,86710.359,3109.566,10413.307,9419.021,8724.610,3461.626,,,20797.01,13343.554,993.618,,2137697.342,,13315.109,9651.038,12107.826,,,,,,,,,,1377145.284,3402.853,4432.407,9394.247,8847.950,,9859.644,,881311.088,,19215.022,82049.819,2136.645,878727.495,34216.800,3781.762,11518.612,66474.110,75611.869,397518.594,,14448.606,,,,1694.667,,,,40325.674,,,19359.667,7676.783,1111.483,,,316.46,328.92,1701.13,7022.02,2085.26,31481.24,16773.24,1856.40,,221.91,515.16,810.000,611.000,1136.000,363.402,42749.796,2218.983,,427.53,,,837.655,,,33566.012,28203.128,15904.718,110663.655,1681726.203,1843313.933,178535.643,24057.076,22968.494,7051.322,107909.731,3061.867,41053.026,35423.317,70567.158,415008.591,14056.609
2010-09-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537365.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-01T00:00:00.000+10:00,8934.163,1200.607,1082.471,1283730.231,1273.231,518536.332,172810.747,340972.505,188224.745,6005.855,24438.867,138648.892,8411.563,228.183,287.005,46.067,412.122,53.312,172660.056,3176.120,22270.593,35343.823,19640.935,18933.181,91.522,166.274,148.959,58.226,106.000,104.317,76.154,95215.586,3663.451,12081.479,11257.712,10135.551,4277.219,,,25846.48,13457.486,829.062,,2701968.650,,9953.127,9294.801,11850.795,,,,,,,,,,1512237.352,,,6533.393,7757.352,,9095.436,,1002641.062,,21839.911,85283.950,1939.975,904967.684,32768.812,3522.312,11542.607,70897.119,88372.687,457821.237,,16220.099,,,,1696.452,,,,42611.051,,,19518.548,10717.274,1236.661,,,326.56,616.64,2102.26,7392.10,1997.42,33864.90,15201.85,1856.40,,221.45,517.84,810.000,611.000,1136.000,372.556,52964.301,1726.984,,414.10,,,879.097,,,37833.753,28848.027,15395.849,127962.217,1805447.684,2056262.870,205335.743,24336.424,22802.018,7713.677,109519.936,3034.848,40687.417,35220.360,73302.794,412821.952,13824.805
2010-10-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645893.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-01T00:00:00.000+10:00,8990.733,1250.597,789.600,1329188.146,1657.173,547842.731,173345.132,360980.904,194981.211,6362.986,24979.989,150296.869,8632.507,239.361,282.465,46.231,418.224,52.752,179108.815,3162.961,22286.872,35893.161,22562.381,19349.456,89.950,165.470,159.050,56.119,104.396,104.961,73.361,95673.515,5884.299,14439.390,14410.643,14649.739,4843.557,,,29550.35,13566.892,799.487,,2984522.298,,18572.292,10962.514,13447.461,,,,,,,,,,1629512.627,3169.480,4379.253,6572.003,9193.894,,10340.627,,1017806.575,,14182.725,96046.007,2025.882,911090.895,22578.581,3856.013,11542.607,70897.119,99490.434,499136.531,,17984.979,,,,1702.333,,,,43418.983,,,19700.667,12788.667,1224.967,,,358.71,932.81,2732.88,7428.29,2091.00,36061.45,12204.71,1856.40,,221.43,532.00,810.000,611.000,1136.000,357.423,54420.165,2158.900,,443.93,,,993.750,,,37952.187,29152.039,15010.110,143776.286,1985305.948,2212157.889,253263.436,24409.287,22824.482,8444.641,108892.049,3042.551,40909.700,36751.818,73609.117,410783.601,13908.011
2010-11-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621955.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-01T00:00:00.000+10:00,9194.996,1284.445,747.898,1324313.003,1799.304,576737.489,174145.198,381967.907,200613.567,6183.352,25160.507,162539.824,8637.172,245.108,287.932,46.057,412.968,55.794,175176.009,3173.297,22284.799,36037.577,26884.754,19253.425,90.149,168.286,154.342,97.699,105.697,107.002,78.159,95721.676,10953.803,14414.458,22028.693,23997.310,5711.836,,,36326.05,13565.712,418.766,,2983582.951,,22084.317,15297.409,13654.713,,,,,,,,,,1658385.052,,,,,,8268.268,,1030173.200,,32432.254,111184.318,1945.476,893752.395,27900.926,3856.013,11542.607,70897.119,120146.889,954497.099,,20835.572,,,,1694.355,,,,45210.375,,,19663.548,12679.032,1293.065,,,408.21,1303.08,3245.19,7384.86,2091.00,37242.26,9327.57,1856.40,,221.37,514.65,810.000,611.000,1136.000,372.583,72708.023,2210.306,,383.47,,,1167.516,,,37855.535,29239.569,16211.597,138138.861,2128002.609,2459817.573,315962.508,24020.478,25370.819,7580.659,109250.827,3031.921,41259.511,36638.849,73631.446,419607.632,14017.337
2010-12-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494180.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01T00:00:00.000+10:00,9082.710,1114.785,1087.376,1388259.521,2213.150,571085.533,166077.213,392193.262,200867.060,6542.499,24711.244,170072.389,8568.887,239.290,291.351,47.400,410.177,55.885,171602.211,3135.366,22199.032,35784.050,27385.376,19288.629,89.444,166.312,150.554,113.177,101.237,102.876,79.423,95634.253,14389.331,14298.485,22069.168,27464.241,6370.760,,,43376.17,13605.281,389.443,,2786314.066,,24366.420,11592.598,12473.156,,,,,,,,,,1567127.982,3389.978,4386.383,10213.151,,,8639.837,,1005306.818,,41349.202,94384.009,1859.682,874488.304,28083.858,3854.731,11542.607,70897.119,121083.566,1128848.832,,23494.064,,,,1680.484,,,,53309.146,,,19694.516,12589.032,1302.399,,,451.68,1793.31,3316.25,7244.65,2091.00,35111.36,9928.17,1851.02,,221.52,515.99,810.000,611.000,1136.000,375.757,103439.160,2233.790,,410.56,,,1191.935,,,37910.103,29384.879,21823.429,141249.406,2203654.934,2587964.496,318108.363,25036.705,26387.190,6495.677,110284.645,3023.998,40657.047,34968.138,74826.175,402063.049,13803.172
2011-01-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447015.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-01T00:00:00.000+10:00,9078.769,780.151,1242.695,1495826.778,1697.905,557335.629,165047.047,395823.631,199663.319,6144.681,25679.835,183420.641,8629.113,242.250,289.901,46.980,514.756,53.984,156811.746,3123.927,22214.171,36150.889,27524.762,19698.456,89.883,,147.085,110.605,100.294,102.333,80.762,95515.970,16905.146,14440.245,22149.151,30326.982,6739.620,,,49268.32,13599.674,393.281,,2826291.824,,19017.547,8890.798,14164.497,,,,,,,,,,1626315.712,3417.476,4335.871,,8038.515,,9872.056,,960295.309,,37664.834,71470.490,2044.804,876098.917,26050.914,3856.013,11542.607,70897.119,121081.674,1128421.418,,24069.553,,,,1661.607,,,,59308.058,,,19602.857,12320.714,1261.607,,,1171.74,2127.30,3471.77,7403.28,2091.00,32537.67,10823.77,1821.80,,220.89,519.47,810.000,611.000,1136.000,355.135,124165.893,1880.308,,431.06,,,1287.893,,,37811.311,28821.950,16240.262,140434.143,2280394.089,2675778.834,311062.465,24853.236,30291.349,3146.357,110697.455,3034.468,40598.112,35094.168,73756.867,415010.865,13940.043
2011-02-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481897.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-01T00:00:00.000+10:00,9421.917,792.400,787.644,1641875.439,1517.981,549797.867,168756.610,401021.647,197580.891,6142.738,24741.108,192723.339,8589.823,238.484,291.219,46.688,411.473,54.604,144905.401,2914.247,22283.172,35733.131,27269.355,19407.975,93.694,167.989,149.124,111.346,98.172,100.652,83.489,92744.066,16801.539,13897.042,21985.246,29769.470,6713.030,,,50509.61,13257.096,515.316,,2876955.498,,22300.753,8647.223,13143.429,,,,,,,,,,1601755.574,3120.747,3748.456,11207.129,3353.933,,2809.672,,992740.829,,41215.273,58150.537,1762.587,905943.996,29987.386,3856.013,11371.602,70889.291,121076.401,1122484.016,,24229.404,,,,1679.032,,,,59453.133,,,19739.032,11047.581,1241.423,,,2076.51,2156.40,2570.48,7039.92,2072.96,30575.10,10921.16,1763.12,,220.71,461.44,810.000,611.000,1136.000,356.511,123238.711,2404.996,,422.16,,,1241.839,,,37651.410,28148.385,14232.929,140199.567,2382873.222,2747893.423,304137.778,25105.323,27167.884,2786.686,109321.329,2986.779,40542.839,35751.503,72829.715,402651.336,13665.887
2011-03-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460571.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-01T00:00:00.000+10:00,9077.279,1009.701,874.196,1685806.747,1430.056,559472.334,160110.145,407655.039,199679.898,5939.593,24146.065,202289.898,8546.994,241.472,290.022,46.909,410.672,55.857,131023.896,2800.098,22303.581,35771.559,27172.304,19917.791,93.611,176.130,150.891,65.930,103.874,105.565,83.763,85291.950,16702.039,12894.157,21747.696,28973.980,6716.919,,,51792.98,13341.043,529.085,,2798621.796,,22257.538,9214.066,15590.000,,,,,,,,,,1579056.233,3128.141,1686.924,10783.970,5425.582,,767.145,,998439.364,,40559.641,35979.539,1806.467,908486.171,30480.066,3673.326,10410.786,70694.240,121081.914,1115354.848,,24016.352,,,,1683.333,,,,59266.202,,,19727.333,10549.500,1100.556,,,2361.43,2142.07,2692.51,6758.84,1814.45,28475.68,11174.89,1787.96,,220.95,443.32,810.000,611.000,1136.000,367.755,123175.771,1988.200,,364.18,,,1180.733,,,37642.857,27771.461,13990.264,136279.761,2417675.034,2781265.771,299836.241,25098.355,23630.745,2741.560,109271.978,2974.924,40360.548,36539.314,72375.482,374266.777,13638.258
2011-04-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435733.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-01T00:00:00.000+10:00,9051.842,994.963,958.336,1679368.302,1346.996,560095.317,145432.553,409986.066,200891.702,5441.663,24727.525,210341.240,8711.290,253.489,286.457,46.432,412.525,52.765,121619.023,3145.342,22279.738,35014.349,27211.297,20448.104,93.176,172.903,152.821,65.878,97.844,106.020,80.136,91676.256,16648.082,12707.990,21731.616,,6739.271,131.422,212.00,53076.34,13169.028,300.982,,2806554.710,,20752.949,9499.953,16475.128,,,,,,,,,,1585620.598,3215.010,1765.387,11381.401,6858.667,,549.532,,994805.884,,40230.274,27303.082,1935.154,911801.668,20911.036,2974.582,8753.927,69789.136,120917.952,1109125.676,,23673.464,,,,1680.968,,,,59323.668,,,19749.032,9325.000,1190.108,,,2369.14,2111.30,3283.61,6345.60,1719.95,26519.24,11649.80,1852.34,,221.37,430.45,810.000,611.000,1136.000,376.048,125792.863,2304.500,,299.19,,,1086.452,,,37696.977,25517.477,12453.318,132377.936,2439631.594,2803288.495,296902.145,25031.796,22250.101,2801.941,61868.324,2998.592,40369.047,34470.608,72285.153,350198.296,13635.318
2011-05-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373408.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-01T00:00:00.000+10:00,9066.757,1197.313,1039.669,1615829.238,1967.372,560322.257,145240.630,425523.952,203965.855,5439.891,24770.365,205723.459,8964.350,274.333,284.367,47.652,414.213,52.302,129659.863,3215.889,22328.189,34622.970,27317.578,20874.933,83.030,169.993,148.719,66.069,103.691,105.669,77.696,95159.448,16665.289,13058.206,21980.597,,6714.150,,267.01,54349.76,13224.333,56.520,,2807886.343,,18534.665,9104.670,15739.993,,,,,,,,,,1575634.271,2218.099,1006.398,10550.754,6604.391,,787.362,,958196.455,,40019.516,45064.664,2069.435,907480.669,18593.341,3081.783,8783.604,68171.364,121040.408,1112423.946,,23652.105,,,,1690.000,,,,60361.188,,,19746.000,9122.833,1271.450,,,2379.26,2052.23,3431.17,7048.75,1379.14,26856.78,11396.01,1856.40,,221.70,452.27,810.000,611.000,1136.000,353.267,128888.154,2326.333,,292.11,,,1021.867,,,37800.650,21666.523,12295.911,130640.893,2461098.126,2829036.194,295403.911,24928.826,22877.234,6295.791,23557.412,3014.236,40585.927,35997.383,69958.288,346948.931,13738.486
2011-06-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404508.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-01T00:00:00.000+10:00,9067.860,1351.048,823.547,1677857.036,2096.719,553788.916,150408.215,460498.814,209451.532,5420.159,24741.133,206747.498,9121.819,287.758,284.276,48.398,412.332,51.962,144329.082,3220.269,22367.022,35373.380,27301.785,20354.950,79.686,165.258,98.687,66.482,101.009,102.982,76.260,95745.459,16866.197,14339.872,22135.339,,,,453.09,57276.31,13548.805,53.591,,2830341.078,,13353.597,9371.594,14416.874,,548.274,121.414,,,,,,,1590336.070,1359.097,771.281,2613.833,4765.328,,586.283,,936871.727,,39926.093,64053.665,1792.835,877754.529,19886.681,3489.560,8955.137,68570.387,121073.783,1120750.602,,24005.624,,,,,,,,63547.155,,,19658.387,12210.161,,,,2398.83,2124.05,3549.59,7452.95,1839.02,30028.49,14891.44,1856.40,,222.00,527.06,810.000,611.000,1136.000,367.155,142391.007,,,377.97,,,,,,37979.429,23342.581,14627.025,134042.089,2546945.448,2984539.067,298387.803,24541.487,22862.894,5283.451,52842.039,3037.387,40861.813,35564.902,71726.856,365634.858,13935.842
2011-07-01T00:30:00.000+10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510345.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
