,date,mean,std
0,2009-01-10,2255.0,216.6025546171297
1,2009-01-12,2110.888,254.3712694468461
2,2009-02-09,2200.0,282.842712474619
3,2009-02-10,2359.090909090909,120.0378728114211
4,2009-03-06,2240.0,219.08902300206637
5,2009-03-07,2399.92,0.13856406460538415
6,2009-03-09,2240.0,260.76809620810593
7,2009-04-06,2000.0,0.0
8,2009-04-09,1750.0,919.2388155425118
9,2009-04-11,2400.0,141.4213562373095
10,2009-04-23,2200.0,200.0
11,2009-05-10,2377.2727272727275,51.78627406773134
12,2009-05-20,2075.0,150.0
13,2009-05-21,2250.0,353.5533905932738
14,2009-05-22,2000.0,0.0
15,2009-05-25,2200.0,282.842712474619
16,2009-05-26,1950.0,173.2050807568877
17,2009-06-07,2256.25,219.4758366133795
18,2009-06-15,2120.0,178.88543819998318
19,2009-06-16,2175.0,206.155281280883
20,2009-06-18,2050.0,494.9747468305833
21,2009-06-19,1900.0,0.0
22,2009-06-22,2233.3333333333335,251.66114784235833
23,2009-07-07,1785.0,799.0306627407987
24,2009-07-08,2270.0,290.68883707497264
25,2009-07-12,2000.0,0.0
26,2009-07-13,2320.0,178.88543819998318
27,2009-07-14,2405.294117647059,24.524897313450474
28,2009-07-15,2370.4066666666668,85.70147095048561
29,2009-07-16,2288.6363636363635,312.4144904654933
30,2009-07-17,2285.4545454545455,360.3155182992716
31,2009-07-21,2358.0,125.94531441154221
32,2009-07-22,2375.0,43.30127018922193
33,2009-07-23,1920.01,524.5790696358367
34,2009-07-24,2349.923076923077,165.83147144941137
35,2009-07-27,2316.6666666666665,157.05625319186328
36,2009-07-29,1900.0,141.4213562373095
37,2009-07-30,2300.0,141.4213562373095
38,2009-08-07,2300.0,141.4213562373095
39,2009-08-10,2240.0,260.7680962081059
40,2009-08-12,2026.6666666666667,360.7399802258316
41,2009-08-13,2033.3333333333333,81.64965809277263
42,2009-08-14,2420.0,44.721359549995796
43,2009-08-17,2200.0,282.842712474619
44,2009-08-18,2300.0,0.0
45,2009-08-20,2300.0,141.4213562373095
46,2009-08-24,1933.3333333333333,503.32229568471666
47,2009-08-26,2200.0,282.842712474619
48,2009-08-28,2000.0,0.0
49,2009-08-31,2100.0,424.26406871192853
50,2009-09-09,2133.3333333333335,115.47005383792512
51,2009-09-10,2018.1799999999998,539.9750223852951
52,2009-09-11,2000.0,0.0
53,2009-09-12,2283.3333333333335,222.86019533929033
54,2009-09-16,2332.5,162.9033455764491
55,2009-09-18,2400.0,0.0
56,2009-09-21,2322.6,230.3630054624967
57,2009-09-22,2398.125,36.14208073700238
58,2009-09-23,2400.0,0.0
59,2009-09-29,1900.0,141.4213562373095
60,2009-10-06,1900.0,616.4414002968975
61,2009-10-07,2205.61,209.91196392773807
62,2009-10-09,2050.0,99.99999999999996
63,2009-10-11,1850.0,212.13203435596427
64,2009-10-12,1800.0,346.41016151377545
65,2009-10-13,2200.0,282.842712474619
66,2009-10-14,2150.0,212.13203435596427
67,2009-10-16,2333.3633333333332,115.41809231369794
68,2009-10-19,2263.786666666667,228.4867972845111
69,2009-10-20,2188.8888888888887,214.7349787787521
70,2009-10-21,2000.0,0.0
71,2009-10-26,2262.76,118.99770081812515
72,2009-10-27,2040.0,219.08902300206643
73,2009-10-28,2200.0,282.842712474619
74,2009-11-06,2141.6666666666665,237.5219288121976
75,2009-11-11,2000.0,0.0
76,2009-11-12,1875.0,176.7766952966369
77,2009-11-13,2200.0,282.842712474619
78,2009-11-16,2433.3333333333335,57.73502691896261
79,2009-11-18,2133.3333333333335,305.5050463303894
80,2009-11-19,1833.0,115.00221825722157
81,2009-11-20,1960.0,89.4427190999916
82,2009-11-23,1850.0,212.13203435596427
83,2009-11-25,1915.5883333333334,244.62288686193418
84,2009-11-26,2171.4285714285716,242.99715851758236
85,2009-12-05,2400.0,0.0
86,2009-12-08,1937.5,371.23106012293744
87,2009-12-11,2167.5,244.96314915604032
88,2009-12-14,1850.0,173.20508075688772
89,2009-12-15,1880.0,216.79483388678798
90,2009-12-16,2012.5,339.90544903798514
91,2009-12-17,2203.965,312.22236365556313
92,2009-12-21,1971.4285714285713,138.01311186847087
93,2009-12-22,2000.01,0.01999999999998181
94,2009-12-23,1933.36,115.49314784869274
95,2009-12-29,2391.6666666666665,28.867513459481295
96,2009-12-30,2400.0,0.0
97,2009-12-31,2400.0,0.0
98,2010-01-09,1948.5,72.8319984622144
99,2010-01-11,1700.0,244.94897427831782
100,2010-01-12,1926.0459999999998,261.9358138552268
101,2010-01-13,2050.0,404.14518843273805
102,2010-01-14,2000.0,0.0
103,2010-01-20,2400.0,0.0
104,2010-01-21,2000.0,346.41016151377545
105,2010-01-28,2025.0,166.90459207925605
106,2010-01-29,1900.0,173.20508075688772
107,2010-02-02,2120.0,268.3281572999747
108,2010-02-03,2000.0,141.4213562373095
109,2010-02-08,1902.142857142857,183.11783871906871
110,2010-02-11,1750.0,353.5533905932738
111,2010-02-12,2019.6059999999998,272.3517622120334
112,2010-02-15,1872.22,102.13450347458496
113,2010-02-16,2183.3333333333335,371.0345895825168
114,2010-02-17,2057.1428571428573,297.9785374673968
115,2010-02-18,2000.0,0.0
116,2010-02-23,2140.0,397.4921382870358
117,2010-02-24,2033.3325,66.66499999999998
118,2010-02-25,2300.0,0.0
119,2010-02-26,2100.0,141.4213562373095
120,2010-03-02,1833.3333333333333,288.6751345948129
121,2010-03-03,1849.23,311.4113650248922
122,2010-03-08,2122.8571428571427,263.3574431398187
123,2010-03-11,2000.0,400.0
124,2010-03-12,1771.6666666666667,269.08796579061897
