Status,Application Creation Date,Approved / Refused Date,Recorded / Rejected Date,Water Share ID,Water System Source,Reliability,Trading Zone Source,Seller Water Authority,Seller Trading Zone Use,Buyer Water Authority,Buyer Trading Zone Use,Volume Traded (ML),Price Per ML ($),Create_date,Create_date_ordinal,Cluster
Recorded,2020-06-01,09/01/2020,10/03/2020,WEE****26,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,0.5,1219.52,2020-06-01,737577,1
Recorded,2022-09-09,28/09/2022,13/10/2022,WEE****71,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,6.3,7700.0,2022-09-09,738407,0
Recorded,2022-02-03,11/03/2022,07/04/2022,WEE****72,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,2.0,0.0,2022-02-03,738189,1
Recorded,2018-06-14,15/06/2018,04/07/2018,WEE****90,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,5.0,3200.0,2018-06-14,736859,0
Recorded,2014-03-04,16/04/2014,13/06/2014,WEE****65,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,1.0,1431.0,2014-03-04,735296,0
Recorded,2013-10-16,24/10/2013,04/12/2013,WEE****92,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,1.0,1.0,2013-10-16,735157,1
Recorded,2010-12-23,14/01/2011,23/02/2011,WEE****10,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,0.2,0.0,2010-12-23,734129,1
Recorded,2023-09-03,21/03/2023,09/05/2023,WEE****37,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,2.0,0.0,2023-09-03,738766,1
Recorded,2011-08-16,20/09/2011,10/11/2011,WEE****90,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,7.2,0.0,2011-08-16,734365,1
Recorded,2021-12-08,24/08/2021,16/09/2021,WEE****70,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,1.0,0.0,2021-12-08,738132,1
Recorded,2019-01-08,07/08/2019,15/08/2019,WEE****27,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,1.0,3500.0,2019-01-08,737067,0
Recorded,2020-03-31,04/04/2020,27/04/2020,WEE****19,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,2.0,6500.0,2020-03-31,737515,0
Recorded,2015-12-17,22/12/2015,08/02/2016,WEE****96,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,20.0,3200.0,2015-12-17,735949,0
Recorded,2011-08-12,12/12/2011,29/12/2011,WEE****42,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,12.5,1700.0,2011-08-12,734361,0
Recorded,2017-08-16,31/10/2017,16/11/2017,WEE****30,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,1.5,3200.0,2017-08-16,736557,0
Recorded,2015-08-31,09/09/2015,23/10/2015,WEE****22,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,105.6,295.0,2015-08-31,735841,1
Recorded,2013-10-16,21/10/2013,21/11/2013,WEE****86,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,5.0,1400.0,2013-10-16,735157,0
Recorded,2016-04-20,28/04/2016,01/06/2016,WEE****74,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,20.0,3000.0,2016-04-20,736074,0
Recorded,2010-02-24,03/03/2010,20/04/2010,WEE****35,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,157.0,2400.0,2010-02-24,733827,0
Recorded,2015-08-22,23/08/2015,02/09/2015,WEE****63,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,17.4,2400.0,2015-08-22,735832,0
Recorded,2011-06-14,20/06/2011,18/07/2011,WEE****10,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,450.0,2000.0,2011-06-14,734302,0
Recorded,2012-08-31,31/08/2012,17/10/2012,WEE****23,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,84.1,0.0,2012-08-31,734746,1
Recorded,2016-02-23,23/02/2016,29/03/2016,WEE****41,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,90.5,2800.0,2016-02-23,736017,0
Recorded,2014-10-15,10/11/2014,23/12/2014,WEE****60,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,13.0,1375.0,2014-10-15,735521,0
Recorded,2014-12-15,15/12/2014,09/02/2015,WEE****83,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,3.0,1500.0,2014-12-15,735582,0
Recorded,2017-05-15,19/05/2017,23/06/2017,WEE****21,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,75.4,365.0,2017-05-15,736464,1
Recorded,2018-08-13,13/08/2018,22/08/2018,WEE****94,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,5.9,2000.0,2018-08-13,736919,0
Recorded,2018-02-03,13/03/2018,08/05/2018,WEE****69,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,7.0,3000.0,2018-02-03,736728,0
Recorded,2022-04-14,21/04/2022,31/05/2022,WEE****68,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,20.0,7200.0,2022-04-14,738259,0
Recorded,2010-10-12,10/12/2010,22/12/2010,WEE****75,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,0.9,0.0,2010-10-12,734057,1
Recorded,2011-06-23,23/06/2011,13/07/2011,WEE****34,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,23.4,0.0,2011-06-23,734311,1
Recorded,2014-02-21,13/03/2014,09/04/2014,WEE****71,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,100.0,0.0,2014-02-21,735285,1
Recorded,2022-05-18,27/05/2022,07/07/2022,WEE****26,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,32.0,7700.0,2022-05-18,738293,0
Recorded,2010-10-05,11/05/2010,10/06/2010,WEE****22,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,5.0,0.0,2010-10-05,734050,1
Recorded,2012-02-10,03/10/2012,17/10/2012,WEE****75,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,2.0,2000.0,2012-02-10,734543,0
Recorded,2017-12-10,26/10/2017,28/11/2017,WEE****48,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,10.0,3270.0,2017-12-10,736673,0
Recorded,2010-09-07,06/09/2010,07/10/2010,WEE****65,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,64.3,0.0,2010-09-07,734022,1
Recorded,2020-03-31,03/04/2020,26/05/2020,WEE****99,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,65.5,6000.0,2020-03-31,737515,0
Recorded,2022-05-05,10/05/2022,15/06/2022,WEE****36,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,61.9,0.0,2022-05-05,738280,1
Recorded,2009-12-08,18/08/2009,01/10/2009,WEE****88,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,7.5,0.0,2009-12-08,733749,1
Recorded,2019-01-18,18/01/2019,05/03/2019,WEE****59,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,2.5,4000.0,2019-01-18,737077,0
Refused,2009-09-30,14/10/2009,14/10/2009,WEE****70,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,200.0,2500.0,2009-09-30,733680,0
Recorded,2015-05-18,25/05/2015,23/06/2015,WEE****73,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,50.0,2000.0,2015-05-18,735736,0
Recorded,2014-09-17,30/09/2014,13/10/2014,WEE****52,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,187.5,0.0,2014-09-17,735493,1
Recorded,2017-08-05,09/05/2017,14/06/2017,WEE****21,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,2.0,3000.0,2017-08-05,736546,0
Recorded,2022-02-06,16/06/2022,23/06/2022,WEE****13,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,52.0,0.0,2022-02-06,738192,1
Recorded,2019-09-01,21/01/2019,25/01/2019,WEE****40,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,5.7,4884.91,2019-09-01,737303,0
Recorded,2011-11-07,20/07/2011,11/08/2011,WEE****22,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,2.0,1800.0,2011-11-07,734448,0
Recorded,2017-02-28,02/03/2017,20/03/2017,WEE****18,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,4.4,2800.0,2017-02-28,736388,0
Recorded,2009-10-26,12/11/2009,11/12/2009,WEE****54,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,35.5,0.0,2009-10-26,733706,1
Recorded,2022-10-02,15/02/2022,18/03/2022,WEE****70,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,5.0,7450.0,2022-10-02,738430,0
Recorded,2014-10-11,20/11/2014,12/01/2015,WEE****46,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,57.3,1700.0,2014-10-11,735517,0
Refused,2014-07-18,24/07/2014,24/07/2014,WEE****19,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,5.0,7476.0,2014-07-18,735432,-1
Recorded,2012-02-11,09/11/2012,05/12/2012,WEE****36,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,5.0,1250.0,2012-02-11,734544,0
Recorded,2015-11-18,02/12/2015,24/12/2015,WEE****23,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,50.0,2900.0,2015-11-18,735920,0
Recorded,2012-08-30,26/09/2012,07/11/2012,WEE****37,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,235.5,0.0,2012-08-30,734745,1
Recorded,2018-10-17,19/10/2018,29/10/2018,WEE****98,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,5.0,0.0,2018-10-17,736984,1
Recorded,2013-11-10,06/11/2013,16/12/2013,WEE****43,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,218.5,0.0,2013-11-10,735182,1
Recorded,2021-06-09,21/09/2021,26/10/2021,WEE****42,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,2.4,6000.0,2021-06-09,737950,0
Recorded,2017-02-24,06/03/2017,27/03/2017,WEE****47,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,36.0,2800.0,2017-02-24,736384,0
Recorded,2022-08-02,10/02/2022,28/02/2022,WEE****96,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,5.2,1450.0,2022-08-02,738369,1
Recorded,2012-10-09,10/09/2012,05/10/2012,WEE****07,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,14.0,1700.0,2012-10-09,734785,0
Recorded,2019-12-06,13/06/2019,10/07/2019,WEE****73,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,3.0,3300.0,2019-12-06,737399,0
Recorded,2010-06-23,24/06/2010,20/07/2010,WEE****22,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,128.0,1700.0,2010-06-23,733946,0
Recorded,2023-03-23,12/04/2023,06/06/2023,WEE****78,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,15.7,6650.0,2023-03-23,738602,0
Recorded,2017-11-29,01/12/2017,19/12/2017,WEE****34,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,5.4,3245.0,2017-11-29,736662,0
Recorded,2014-12-30,10/02/2015,08/04/2015,WEE****59,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,429.5,1815.0,2014-12-30,735597,0
Recorded,2020-11-17,29/11/2020,02/12/2020,WEE****23,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,1.6,6000.0,2020-11-17,737746,0
Recorded,2012-10-24,31/10/2012,22/11/2012,WEE****89,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,25.0,1350.0,2012-10-24,734800,0
Recorded,2019-03-10,11/10/2019,01/11/2019,WEE****46,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,458.1,650.0,2019-03-10,737128,1
Refused,2021-01-20,04/02/2021,04/02/2021,WEE****24,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,14.4,0.0,2021-01-20,737810,1
Recorded,2017-03-21,22/03/2017,13/04/2017,WEE****89,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,5.0,2750.0,2017-03-21,736409,0
Recorded,2013-09-07,10/07/2013,06/08/2013,WEE****76,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,1.5,2000.0,2013-09-07,735118,0
Recorded,2011-12-04,13/04/2011,02/05/2011,WEE****47,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,22.1,0.0,2011-12-04,734475,1
Recorded,2012-06-13,15/06/2012,12/07/2012,WEE****55,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,1000.0,1825.0,2012-06-13,734667,0
Recorded,2011-12-19,22/12/2011,03/02/2012,WEE****66,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,25.0,1810.0,2011-12-19,734490,0
Recorded,2016-11-18,21/11/2016,02/12/2016,WEE****08,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,117.0,2800.0,2016-11-18,736286,0
Recorded,2017-06-01,10/01/2017,24/01/2017,WEE****34,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,7.0,2825.0,2017-06-01,736481,0
Recorded,2022-07-15,15/07/2022,19/07/2022,WEE****66,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,32.6,8000.0,2022-07-15,738351,0
Recorded,2011-05-17,17/05/2011,11/07/2011,WEE****13,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,370.0,1795.0,2011-05-17,734274,0
Recorded,2013-08-30,19/09/2013,11/11/2013,WEE****32,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,10.6,0.09,2013-08-30,735110,1
Recorded,2011-07-07,27/07/2011,01/09/2011,WEE****41,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,15.0,1650.0,2011-07-07,734325,0
Recorded,2010-07-26,26/07/2010,21/09/2010,WEE****32,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,24.0,1800.0,2010-07-26,733979,0
Recorded,2017-08-30,04/09/2017,27/09/2017,WEE****33,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,1.5,2000.0,2017-08-30,736571,0
Recorded,2012-02-16,20/02/2012,19/03/2012,WEE****99,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,9.6,200.0,2012-02-16,734549,1
Recorded,2021-02-18,23/02/2021,30/03/2021,WEE****84,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,1.0,6000.0,2021-02-18,737839,0
Recorded,2017-01-31,02/02/2017,22/03/2017,WEE****56,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,258.8,3000.0,2017-01-31,736360,0
Recorded,2013-01-17,21/01/2013,19/02/2013,WEE****15,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,103.7,180.0,2013-01-17,734885,1
Recorded,2022-07-27,05/08/2022,19/08/2022,WEE****36,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,30.0,8000.0,2022-07-27,738363,0
Recorded,2010-02-11,06/01/2011,03/03/2011,WEE****58,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,1.0,0.0,2010-02-11,733814,1
Recorded,2015-04-29,29/04/2015,04/05/2015,WEE****79,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,125.0,0.0,2015-04-29,735717,1
Recorded,2014-09-19,28/09/2014,23/10/2014,WEE****97,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,2.4,2000.0,2014-09-19,735495,0
Recorded,2016-07-12,08/12/2016,16/12/2016,WEE****27,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,2.0,2000.0,2016-07-12,736157,0
Recorded,2019-01-21,04/02/2019,21/02/2019,WEE****12,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,3.6,4000.0,2019-01-21,737080,0
Recorded,2023-05-18,25/05/2023,28/06/2023,WEE****42,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,3.4,1500.0,2023-05-18,738658,1
Recorded,2011-05-27,27/05/2011,20/06/2011,WEE****84,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,233.9,256.52,2011-05-27,734284,1
Recorded,2023-02-23,05/03/2023,05/04/2023,WEE****58,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,114.3,7910.0,2023-02-23,738574,0
Recorded,2024-07-02,08/02/2024,06/03/2024,WEE****18,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,2.0,7500.0,2024-07-02,739069,0
Recorded,2010-11-01,11/01/2010,12/03/2010,WEE****79,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,2.0,2400.0,2010-11-01,734077,0
Recorded,2018-05-10,11/10/2018,04/12/2018,WEE****73,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,4.5,0.0,2018-05-10,736824,1
Recorded,2018-08-27,14/09/2018,02/10/2018,WEE****79,Murray,Low,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,9.0,350.0,2018-08-27,736933,1
Recorded,2016-12-04,13/04/2016,10/05/2016,WEE****24,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,3.0,2000.0,2016-12-04,736302,0
Recorded,2011-01-13,14/01/2011,16/02/2011,WEE****48,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,50.0,1500.0,2011-01-13,734150,0
Recorded,2020-11-02,16/03/2020,05/05/2020,WEE****22,Murray,High,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,Goulburn-Murray Water,7 VIC Murray - Barmah to SA,90.1,0.0,2020-11-02,737731,1
Recorded,2009-06-15,23/06/2009,19/08/2009,WEE****62,Murray,High,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,Lower Murray Water,7 VIC Murray - Barmah to SA,27.2,882.35,2009-06-15,733573,-1
