Status,Application Creation Date,Approved / Refused Date,Recorded / Rejected Date,Water Share ID,Water System Source,Reliability,Trading Zone Source,Seller Water Authority,Seller Trading Zone Use,Buyer Water Authority,Buyer Trading Zone Use,Volume Traded (ML),Price Per ML ($),Create_date,Create_date_ordinal,Cluster
Recorded,2016-04-02,10/02/2016,21/03/2016,WEE****47,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,285.9,2800.0,2016-04-02,736056,0
Expired,2009-02-12,02/12/2009,02/12/2009,WEE****05,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,2.0,0.0,2009-02-12,733450,1
Recorded,2023-03-31,12/04/2023,09/05/2023,WEE****19,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,11.9,0.0,2023-03-31,738610,1
Recorded,2022-09-13,27/09/2022,07/10/2022,WEE****51,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,500.0,1200.0,2022-09-13,738411,1
Recorded,2012-06-15,15/06/2012,20/07/2012,WEE****01,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,4.0,1300.0,2012-06-15,734669,0
Recorded,2012-11-04,04/05/2012,14/06/2012,WEE****13,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,200.0,100.0,2012-11-04,734811,1
Recorded,2011-04-10,19/10/2011,02/12/2011,WEE****09,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,200.0,1845.0,2011-04-10,734237,0
Recorded,2012-08-15,27/08/2012,26/09/2012,WEE****15,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,17.0,1850.0,2012-08-15,734730,0
Recorded,2014-12-03,28/03/2014,05/05/2014,WEE****09,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,21.0,1457.14,2014-12-03,735570,0
Recorded,2011-12-20,21/12/2011,06/02/2012,WEE****14,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,16.2,0.0,2011-12-20,734491,1
Recorded,2011-05-09,05/09/2011,14/09/2011,WEE****54,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,1.4,150.0,2011-05-09,734266,1
Recorded,2012-06-22,25/06/2012,24/07/2012,WEE****32,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,2.0,1800.0,2012-06-22,734676,0
Recorded,2018-03-14,04/04/2018,18/04/2018,WEE****90,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,124.1,150.0,2018-03-14,736767,1
Recorded,2020-01-09,14/09/2020,17/09/2020,WEE****85,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,3 Lower Goulburn,40.5,400.0,2020-01-09,737433,1
Recorded,2021-01-06,02/06/2021,28/06/2021,WEE****70,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,488.5,0.0,2021-01-06,737796,1
Recorded,2009-11-12,12/01/2010,02/02/2010,WEE****53,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,50.0,1750.0,2009-11-12,733723,0
Recorded,2022-04-21,30/04/2022,13/05/2022,WEE****52,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,2.0,3850.0,2022-04-21,738266,0
Recorded,2022-03-22,29/03/2022,07/04/2022,WEE****01,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,1.3,3925.0,2022-03-22,738236,0
Recorded,2010-11-22,02/12/2010,31/12/2010,WEE****92,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,69.3,0.0,2010-11-22,734098,1
Recorded,2010-01-13,28/01/2010,18/02/2010,WEE****23,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,1.9,200.0,2010-01-13,733785,1
Recorded,2019-01-31,07/02/2019,29/03/2019,WEE****31,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,0.5,350.0,2019-01-31,737090,1
Recorded,2016-11-22,23/11/2016,19/12/2016,WEE****86,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,10.0,2291.0,2016-11-22,736290,0
Recorded,2012-02-08,21/09/2012,27/11/2012,WEE****19,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,11.5,0.0,2012-02-08,734541,1
Recorded,2021-01-29,04/02/2021,24/02/2021,WEE****70,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,0.5,250.0,2021-01-29,737819,1
Recorded,2018-10-17,06/11/2018,29/11/2018,WEE****05,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,11.0,0.0,2018-10-17,736984,1
Recorded,2015-03-31,09/04/2015,20/04/2015,WEE****53,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,5.8,0.0,2015-03-31,735688,1
Recorded,2017-09-28,10/10/2017,20/10/2017,WEE****09,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,73.6,2700.0,2017-09-28,736600,0
Recorded,2018-01-10,01/10/2018,15/11/2018,WEE****63,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,2.0,0.0,2018-01-10,736704,1
Recorded,2012-06-20,06/08/2012,11/09/2012,WEE****69,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,135.0,1850.0,2012-06-20,734674,0
Recorded,2009-09-09,30/09/2009,23/10/2009,WEE****06,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,14.4,2200.0,2009-09-09,733659,0
Recorded,2009-06-29,30/06/2009,25/08/2009,WEE****26,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,77.8,0.0,2009-06-29,733587,1
Recorded,2009-03-09,07/09/2009,21/10/2009,WEE****46,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,164.6,2200.0,2009-03-09,733475,0
Recorded,2018-02-21,17/04/2018,28/05/2018,WEE****16,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,322.3,0.0,2018-02-21,736746,1
Recorded,2014-08-17,02/09/2014,27/10/2014,WEE****97,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,2.0,1400.0,2014-08-17,735462,0
Recorded,2019-05-30,11/06/2019,25/06/2019,WEE****32,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,12.3,4050.0,2019-05-30,737209,0
Recorded,2018-02-03,06/03/2018,22/03/2018,WEE****93,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,50.0,3100.0,2018-02-03,736728,0
Recorded,2022-07-21,19/08/2022,16/09/2022,WEE****33,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,2.0,0.0,2022-07-21,738357,1
Recorded,2016-04-13,20/04/2016,11/05/2016,WEE****29,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,0.5,150.0,2016-04-13,736067,1
Recorded,2021-08-11,22/11/2021,12/01/2022,WEE****24,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,23.8,0.0,2021-08-11,738013,1
Recorded,2009-09-21,23/09/2009,20/10/2009,WEE****18,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,50.0,2400.0,2009-09-21,733671,0
Refused,2011-09-08,09/08/2011,09/08/2011,WEE****10,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,550.0,1950.0,2011-09-08,734388,0
Recorded,2013-02-10,14/11/2013,10/01/2014,WEE****11,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,10.0,0.1,2013-02-10,734909,1
Recorded,2018-10-24,24/10/2018,29/10/2018,WEE****94,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,1.0,0.0,2018-10-24,736991,1
Recorded,2018-08-20,20/08/2018,01/10/2018,WEE****14,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,7.9,0.0,2018-08-20,736926,1
Recorded,2014-04-22,05/05/2014,23/05/2014,WEE****60,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,27.5,1400.0,2014-04-22,735345,0
Recorded,2017-01-03,28/03/2017,26/04/2017,WEE****98,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,289.5,2675.0,2017-01-03,736332,0
Recorded,2011-04-10,19/10/2011,16/12/2011,WEE****96,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,3.0,2100.0,2011-04-10,734237,0
Recorded,2012-01-27,01/02/2012,26/03/2012,WEE****26,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,23.0,1750.0,2012-01-27,734529,0
Refused,2014-11-12,14/12/2014,14/12/2014,WEE****03,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,50.0,1316.0,2014-11-12,735549,0
Recorded,2018-11-22,17/12/2018,06/02/2019,WEE****68,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,1.0,3800.0,2018-11-22,737020,0
Recorded,2016-05-16,26/05/2016,22/06/2016,WEE****26,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,48.0,250.0,2016-05-16,736100,1
Recorded,2016-04-27,06/05/2016,30/05/2016,WEE****28,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,80.2,220.0,2016-04-27,736081,1
Recorded,2015-02-12,13/01/2016,11/02/2016,WEE****52,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,31.7,250.0,2015-02-12,735641,1
Recorded,2018-06-18,24/06/2018,11/07/2018,WEE****85,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,2.0,0.0,2018-06-18,736863,1
Recorded,2020-03-09,30/09/2020,15/10/2020,WEE****25,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,25.0,4500.0,2020-03-09,737493,0
Recorded,2018-02-19,27/02/2018,28/03/2018,WEE****14,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,4.0,2755.0,2018-02-19,736744,0
Recorded,2010-03-17,30/03/2010,04/05/2010,WEE****04,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1B Boort,100.0,1770.0,2010-03-17,733848,0
Recorded,2018-04-25,25/04/2018,12/06/2018,WEE****87,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,32.6,0.0,2018-04-25,736809,1
Recorded,2022-08-03,20/03/2022,07/04/2022,WEE****52,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,183.8,750.0,2022-08-03,738370,1
Recorded,2012-10-12,05/02/2013,20/03/2013,WEE****92,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,4.0,0.0,2012-10-12,734788,1
Recorded,2010-12-15,15/12/2010,09/02/2011,WEE****99,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,15.0,2400.0,2010-12-15,734121,0
Recorded,2019-07-30,22/10/2019,05/12/2019,WEE****51,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,15.0,0.0,2019-07-30,737270,1
Recorded,2019-10-16,17/10/2019,06/12/2019,WEE****82,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,28.8,0.0,2019-10-16,737348,1
Recorded,2014-02-13,13/03/2014,08/04/2014,WEE****75,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,100.0,0.0,2014-02-13,735277,1
Recorded,2023-12-07,31/07/2023,16/08/2023,WEE****04,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,5.0,4000.0,2023-12-07,738861,0
Recorded,2013-10-29,13/01/2014,13/03/2014,WEE****17,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,3.0,0.0,2013-10-29,735170,1
Recorded,2022-08-30,02/09/2022,12/10/2022,WEE****65,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,205.1,4280.0,2022-08-30,738397,0
Recorded,2014-04-17,02/05/2014,30/05/2014,WEE****59,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,5.0,1400.0,2014-04-17,735340,0
Recorded,2015-05-21,28/05/2015,02/06/2015,WEE****41,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,96.0,0.0,2015-05-21,735739,1
Recorded,2011-03-03,07/03/2011,01/04/2011,WEE****51,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1B Boort,163.2,100.0,2011-03-03,734199,1
Recorded,2017-04-01,05/01/2017,31/01/2017,WEE****24,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,10.0,2600.0,2017-04-01,736420,0
Recorded,2010-06-05,07/05/2010,24/06/2010,WEE****01,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,2.0,0.0,2010-06-05,733928,1
Recorded,2009-02-09,07/09/2009,21/09/2009,WEE****91,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,27.8,0.0,2009-02-09,733447,1
Recorded,2022-12-21,05/01/2023,24/01/2023,WEE****92,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,89.9,0.0,2022-12-21,738510,1
Recorded,2022-12-21,16/01/2023,22/02/2023,WEE****02,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,425.5,4100.0,2022-12-21,738510,0
Recorded,2013-09-04,10/04/2013,06/05/2013,WEE****50,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,2.0,1500.0,2013-09-04,735115,0
Recorded,2023-05-29,06/06/2023,14/06/2023,WEE****97,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,18.1,0.0,2023-05-29,738669,1
Recorded,2019-05-08,06/08/2019,20/09/2019,WEE****45,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,5.0,4000.0,2019-05-08,737187,0
Recorded,2013-10-29,14/11/2013,09/01/2014,WEE****97,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,53.0,1325.0,2013-10-29,735170,0
Recorded,2014-03-31,17/04/2014,16/05/2014,WEE****88,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,3.0,1200.0,2014-03-31,735323,0
Recorded,2018-03-14,27/03/2018,11/05/2018,WEE****42,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,1.0,2000.0,2018-03-14,736767,0
Refused,2011-10-08,10/08/2011,10/08/2011,WEE****64,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,171.3,0.0,2011-10-08,734418,1
Recorded,2023-02-14,26/02/2023,08/03/2023,WEE****49,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,47.7,934.99,2023-02-14,738565,1
Recorded,2020-06-15,06/07/2020,01/09/2020,WEE****52,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,7.1,0.0,2020-06-15,737591,1
Recorded,2023-11-21,04/12/2023,22/12/2023,WEE****33,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,217.9,0.0,2023-11-21,738845,1
Recorded,2014-06-02,20/02/2014,25/03/2014,WEE****14,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,1.0,200.0,2014-06-02,735386,1
Recorded,2016-07-09,15/09/2016,27/09/2016,WEE****91,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,20.0,2500.0,2016-07-09,736154,0
Recorded,2016-03-17,23/03/2016,19/04/2016,WEE****16,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,20.0,2800.0,2016-03-17,736040,0
Recorded,2019-11-13,22/11/2019,10/12/2019,WEE****53,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,10.0,4754.0,2019-11-13,737376,0
Recorded,2021-03-29,08/04/2021,07/06/2021,WEE****60,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,1.0,4500.0,2021-03-29,737878,0
Recorded,2010-09-07,07/09/2010,20/09/2010,WEE****93,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,40.3,0.0,2010-09-07,734022,1
Recorded,2011-02-15,17/02/2011,15/04/2011,WEE****20,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,13.0,2195.54,2011-02-15,734183,0
Recorded,2010-01-13,25/01/2010,24/02/2010,WEE****27,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,8.2,0.0,2010-01-13,733785,1
Recorded,2015-10-26,12/11/2015,11/01/2016,WEE****68,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,9.7,2400.0,2015-10-26,735897,0
Recorded,2021-04-27,28/04/2021,10/05/2021,WEE****65,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,10.0,4000.0,2021-04-27,737907,0
Recorded,2013-11-20,28/11/2013,24/01/2014,WEE****92,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,18.0,1350.0,2013-11-20,735192,0
Recorded,2012-12-11,13/11/2012,11/12/2012,WEE****49,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,57.6,145.0,2012-12-11,734848,1
Refused,2010-06-30,25/08/2010,25/08/2010,WEE****70,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,291.0,2400.0,2010-06-30,733953,0
Recorded,2022-01-12,06/12/2022,21/12/2022,WEE****82,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,12.0,4100.0,2022-01-12,738167,0
Recorded,2022-06-07,15/07/2022,28/07/2022,WEE****74,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,6.0,4000.0,2022-06-07,738313,0
Recorded,2012-12-13,14/12/2012,17/01/2013,WEE****94,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,10.0,0.0,2012-12-13,734850,1
Refused,2011-12-08,15/08/2011,15/08/2011,WEE****59,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,50.0,1800.0,2011-12-08,734479,0
Refused,2018-11-23,23/11/2018,23/11/2018,WEE****43,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,1.0,0.0,2018-11-23,737021,1
Recorded,2014-09-09,16/09/2014,10/10/2014,WEE****47,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,2.0,1300.0,2014-09-09,735485,0
Recorded,2012-03-16,26/03/2012,07/05/2012,WEE****18,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,2.0,1500.0,2012-03-16,734578,0
Recorded,2020-11-09,22/09/2020,15/10/2020,WEE****57,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,52.8,380.0,2020-11-09,737738,1
Refused,2011-12-08,15/08/2011,15/08/2011,WEE****65,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,150.0,1950.0,2011-12-08,734479,0
Recorded,2021-07-10,15/10/2021,09/11/2021,WEE****65,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,136.3,575.0,2021-07-10,737981,1
Recorded,2018-08-16,16/08/2018,09/01/2019,WEE****52,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,1.0,0.0,2018-08-16,736922,1
Recorded,2014-10-30,04/11/2014,18/12/2014,WEE****64,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,76.1,1750.0,2014-10-30,735536,0
Recorded,2016-02-11,07/11/2016,29/11/2016,WEE****01,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1B Boort,60.0,250.0,2016-02-11,736005,1
Refused,2020-07-13,20/07/2020,20/07/2020,WEE****49,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,100.6,4125.25,2020-07-13,737619,0
Recorded,2023-01-03,05/03/2023,17/03/2023,WEE****21,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,20.0,4160.0,2023-01-03,738523,0
Refused,2010-09-07,19/08/2010,19/08/2010,WEE****72,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,66.0,1900.0,2010-09-07,734022,0
Recorded,2011-05-12,05/12/2011,16/01/2012,WEE****05,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,550.0,1950.0,2011-05-12,734269,0
Recorded,2010-11-10,21/10/2010,26/11/2010,WEE****53,Goulburn,Low,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,83.0,0.0,2010-11-10,734086,1
Recorded,2020-12-15,19/01/2021,24/03/2021,WEE****14,Goulburn,High,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,Goulburn-Murray Water,1A Greater Goulburn,1.0,3500.0,2020-12-15,737774,0
