ASX,Zone_1A,Zone_6,Zone_7
0.05127541669361979,-0.0838350398016744,-0.08546489850173966,0.03368213361985428
-0.013967798174546298,0.08986967183454908,0.0435243902439022,-0.0011916833557564788
-0.07856637683571155,-0.020691337731156056,-0.1558878298716324,-0.0586808596103634
-0.028941011806668637,-0.018821759947505456,0.25386784508488125,0.054909183120698035
0.04463559223526681,0.05177713847587051,-0.019569230769230672,-0.04755530682953246
-0.019873150105708337,-0.04438913525449917,-0.07776911523095964,0.007361135650117534
0.04057490577176326,-0.006496419794013164,-0.01948455902306645,-0.03686237260916503
0.017172532675816754,-0.10830069480030968,0.04118250434780868,-0.05384595736621611
-0.01656083748069348,-0.016516632067415382,-0.21016165413533827,-0.046142678307124374
0.03507547334438543,0.07194775539360565,0.20834019524314962,0.038490235377714566
0.0018334316783275018,-0.001937709838510493,-0.06180144732325166,0.021750495151988902
0.016365510423021146,0.010605696934266051,-0.04326938148531301,-0.02423607617872714
0.0012831922511744587,-0.055848029220064044,0.042782194254649575,0.04259190554417258
-0.0030385084437462018,0.004519887023334279,-0.07026003482175625,-0.09415328393725142
-0.023822358600099403,-0.010015651662159564,0.007120424384100987,0.06520618292306213
-0.021302805683580117,0.0715232533641883,0.07261632958801512,0.055369462332165
-0.03980034722222214,0.0015084016068376283,-0.01016272584719391,-0.053748064152406405
-0.02895176965149404,-0.08791558925175258,-0.02980149939602872,-0.023042124912891038
-0.06700802979169096,-0.0029660731434756338,-0.02359183194001202,0.022648359929740458
0.07221972758569084,0.003263787038791266,-0.008296438883541923,-0.0317901356467043
-0.04148344617389088,-0.07487144273143531,0.050707586844982666,0.002175592520285763
-0.015340550512160878,0.1727857112010649,0.023666406830846753,0.03425918556889318
0.05080609377311052,-0.018209480681807277,-0.015234228137453898,0.010536267064155114
0.008398432918103493,-0.07749700340984533,-0.011231895788155644,-0.06116512209994407
0.008537862044899258,-0.10670635096866465,-0.045775756294396897,-0.03709815031891395
0.014163129728732349,0.03304213952096702,0.036293458781022636,0.0029693677714961453
-0.07285174907883363,0.028437702884333005,0.0464682233502538,-0.002499090153308292
0.004489365355837327,0.0766697175960358,-0.02802897026920137,0.03286512839714839
0.04264152786596975,-0.09779452226208751,-0.0016726006187347542,-0.049922897225709084
0.010985664761548053,0.03993264500847271,-0.03019783964071343,0.014953453969920316
0.016426866847385257,-0.08804651348304227,-0.040614791573285514,-0.039057769948731225
0.029633006610439994,0.013521748223396912,-0.09171858714988368,-0.02196446734385904
-0.0024352446313925524,-0.056681424345024656,-0.011281531246038812,-0.03828609078688794
0.03173546382600967,0.01807297632060334,0.04222222222222216,0.02388022750763219
0.04942998494299844,0.003359386292786315,0.08065692516438783,0.01892986401316854
0.04617938837419033,0.015808820517941413,-0.1410378476485965,-0.03300018577001662
-0.02695871946082573,-0.08182965920407625,-0.04452690166975881,-0.022825417671214487
0.04524312896405913,0.04406205790318851,0.1326860841423947,0.00897043313064172
-0.05097087378640763,-0.05591209592897206,-0.056190476190476124,0.10700635062769015
