,date,mean,std
0,2009-01-10,2333.3333333333335,115.47005383792522
1,2009-01-12,2166.6666666666665,321.45502536643176
2,2009-02-11,2208.3333333333335,250.41632002194538
3,2009-02-12,2312.5,132.9607890641877
4,2009-03-06,2375.0,95.74271077563381
5,2009-03-09,2261.6666666666665,226.73405860905262
6,2009-04-06,2200.0,282.842712474619
7,2009-04-09,2200.0,282.842712474619
8,2009-04-11,2260.0,167.33200530681512
9,2009-04-12,2400.0,0.0
10,2009-05-08,2318.181818181818,130.9059343053767
11,2009-05-10,2310.0,143.17821063276355
12,2009-05-11,2000.0,0.0
13,2009-05-29,2050.165,306.65099779717013
14,2009-06-07,2251.3166666666666,91.94832914922006
15,2009-06-17,2216.6666666666665,76.37626158259732
16,2009-06-22,2170.4049999999997,41.853650378431624
17,2009-06-29,2100.0,141.4213562373095
18,2009-07-07,1975.0,306.86587732536617
19,2009-07-08,2382.5,35.000000000000036
20,2009-07-09,2220.0,44.721359549995825
21,2009-07-10,2300.0,141.4213562373095
22,2009-07-12,2300.0,0.0
23,2009-07-13,2133.3333333333335,230.94010767585036
24,2009-07-14,2383.3333333333335,28.867513459481355
25,2009-07-15,2370.0,48.30458915396477
26,2009-07-16,2300.0,86.60254037844386
27,2009-07-17,2416.6666666666665,40.82482904638632
28,2009-07-20,2318.181818181818,130.90593430537686
29,2009-07-21,2364.375,38.81043674065005
30,2009-07-22,2316.6666666666665,160.20819787597222
31,2009-07-23,2350.0,70.71067811865476
32,2009-07-24,2380.0,44.72135954999576
33,2009-07-27,2125.0,419.3248541803041
34,2009-07-28,2265.0,226.96758736499297
35,2009-07-29,2285.3571428571427,343.7377370440026
36,2009-07-30,2385.625,32.242570203588514
37,2009-07-31,2387.5,26.900020652614977
38,2009-08-07,2083.3333333333335,132.91601358251253
39,2009-08-10,2266.6666666666665,230.94010767585036
40,2009-08-12,2266.6666666666665,163.29931618554522
41,2009-08-14,2364.705882352941,70.18882096342197
42,2009-08-17,2325.8,82.88646853779368
43,2009-08-19,2000.0,565.685424949238
44,2009-08-20,2341.25,41.306779104645706
45,2009-08-21,2335.714285714286,94.49111825230679
46,2009-08-24,2300.0,100.0
47,2009-08-25,2263.735,334.1291673140792
48,2009-08-27,2360.396666666667,53.14388048809907
49,2009-08-28,2250.0,70.71067811865476
50,2009-08-31,2333.3333333333335,57.73502691896251
51,2009-09-09,2300.0,141.4213562373095
52,2009-09-10,2366.6666666666665,115.47005383792512
53,2009-09-11,2000.0,0.0
54,2009-09-12,2196.6666666666665,343.55979586286486
55,2009-09-15,2300.0,141.4213562373095
56,2009-09-16,2140.0,638.7487769068525
57,2009-09-17,2400.0,0.0
58,2009-09-18,2360.8695652173915,136.47887094139787
59,2009-09-19,2393.75,12.5
60,2009-09-21,2400.0,0.0
61,2009-09-23,2355.5555555555557,88.19171036881963
62,2009-09-24,2283.3333333333335,183.48478592697174
63,2009-09-25,2200.0,173.20508075688772
64,2009-09-28,2400.0,141.4213562373095
65,2009-09-30,2043.1733333333334,350.19967180643295
66,2009-10-07,2378.0,43.817804600413254
67,2009-10-11,2266.6666666666665,230.94010767585036
68,2009-10-12,2175.0,330.4037933599835
69,2009-10-13,2200.0,346.41016151377545
70,2009-10-14,2325.0,86.60254037844386
71,2009-10-15,2100.0,424.26406871192853
72,2009-10-16,2000.0,0.0
73,2009-10-20,2400.0,0.0
74,2009-10-21,2175.0,318.1980515339464
75,2009-10-23,2112.5,265.1650429449553
76,2009-10-26,1941.6666666666667,52.041649986653326
77,2009-10-27,1966.6666666666667,251.66114784235836
78,2009-10-28,2137.5,371.23106012293744
79,2009-10-29,2370.0,109.54451150103318
80,2009-10-30,1595.63,571.8655382168085
81,2009-11-06,2100.0,141.4213562373095
82,2009-11-11,1750.0,353.5533905932738
83,2009-11-12,1900.0,141.4213562373095
84,2009-11-13,2300.0,200.00000000000003
85,2009-11-16,2000.0,565.685424949238
86,2009-11-18,2166.6666666666665,351.18845842842455
87,2009-11-19,1795.4545454545455,21.070705494148527
88,2009-11-20,1940.0,279.28480087537883
89,2009-11-23,2125.0,221.7355782608345
90,2009-11-24,2225.0,318.1980515339464
91,2009-11-25,2300.0,264.5751311064591
92,2009-11-26,2100.0,141.4213562373095
93,2009-11-27,2400.0,0.0
94,2009-11-30,1722.2233333333334,267.35861615690135
95,2009-12-05,2486.49,263.73668724695835
96,2009-12-06,2300.0,141.4213562373095
97,2009-12-11,2397.14,4.9536653096468815
98,2009-12-15,2350.0,100.00000000000004
99,2009-12-16,2400.0,0.0
100,2009-12-17,2300.0,244.94897427831782
101,2009-12-18,2383.3333333333335,28.867513459481355
102,2009-12-21,2262.5,248.9262656175232
103,2009-12-22,2400.0,0.0
104,2009-12-23,2000.03,0.018090680674653196
105,2009-12-29,2400.0,0.0
106,2009-12-30,2400.0,0.0
107,2010-01-02,1750.0,0.0
108,2010-01-12,1726.6666666666667,283.07831660749525
109,2010-01-13,2100.0,424.26406871192853
110,2010-01-14,2120.0,381.8376618407357
111,2010-01-15,2200.0,282.842712474619
112,2010-01-18,2033.3333333333333,288.6751345948129
113,2010-01-20,2250.0,191.48542155126762
114,2010-01-21,2433.3333333333335,57.73502691896251
115,2010-01-22,2033.3333333333333,144.33756729740642
116,2010-01-25,2200.0,282.842712474619
117,2010-01-27,2125.0,221.7355782608345
118,2010-01-28,2266.6666666666665,206.5591117977289
119,2010-01-29,2000.0,200.0
120,2010-02-03,2398.3333333333335,2.886751345948096
121,2010-02-08,2201.6,243.1929275287421
122,2010-02-12,1800.0,282.842712474619
123,2010-02-16,2100.0,424.26406871192853
124,2010-02-17,1800.0,109.54451150103321
125,2010-02-23,2200.0,244.9489742783178
126,2010-02-25,2175.0,262.99556396765837
127,2010-03-02,1916.1666666666667,306.47506695760205
