,date,mean,IQR
48,2013-03-31,1453.2987096774193,250.0
49,2013-04-30,1466.3354285714286,160.8699999999999
50,2013-05-31,1623.2426315789473,400.0
51,2013-06-30,1514.8574576271185,150.0
52,2013-07-31,1457.1315789473683,150.0
53,2013-08-31,1473.1591666666668,152.5
54,2013-09-30,1427.962962962963,168.75
55,2013-10-31,1419.1898113207546,150.0
56,2013-11-30,1462.2027083333332,192.5
57,2013-12-31,1448.25225,106.25
58,2014-01-31,1486.0336734693876,200.0
59,2014-02-28,1457.389423076923,111.55999999999995
60,2014-03-31,1422.685873015873,37.98000000000002
61,2014-04-30,1414.1194366197183,150.0
62,2014-05-31,1417.829387755102,120.0
63,2014-06-30,1493.270847457627,110.0
64,2014-07-31,1473.6195,120.25
65,2014-08-31,1526.3389830508474,150.0
66,2014-09-30,1520.9828846153846,187.49749999999995
67,2014-10-31,1641.8939393939395,250.0
68,2014-11-30,1590.0,250.0
69,2014-12-31,1600.4945098039216,335.71500000000015
70,2015-01-31,1648.165714285714,275.0
71,2015-02-28,1564.4459375,373.75
72,2015-03-31,1733.4883720930231,280.0
73,2015-04-30,1682.3076923076924,353.75
74,2015-05-31,1887.5355555555557,312.5
75,2015-06-30,1904.1939285714286,512.5
76,2015-07-31,2037.128,600.0
77,2015-08-31,2141.499117647059,500.0
78,2015-09-30,2334.996568627451,287.5
79,2015-10-31,2352.9295774647885,600.0
80,2015-11-30,2479.7115384615386,800.0
81,2015-12-31,2644.695106382979,700.0
82,2016-01-31,2443.265306122449,1000.0
83,2016-02-29,2695.723870967742,500.0
84,2016-03-31,2546.808510638298,1000.0
85,2016-04-30,2711.9811320754716,200.0
86,2016-05-31,2734.727962962963,200.0
87,2016-06-30,2729.028367346939,500.0
88,2016-07-31,2582.790701754386,950.0
89,2016-08-31,2773.46375,200.0
90,2016-09-30,2671.8478260869565,300.0
91,2016-10-31,2557.8579245283017,420.0
92,2016-11-30,2532.1418333333336,445.96000000000004
93,2016-12-31,2704.880588235294,225.0
94,2017-01-31,2763.2257777777777,65.0
95,2017-02-28,2699.9884615384617,350.0
96,2017-03-31,2610.2766666666666,395.0
97,2017-04-30,2708.2994545454544,200.0
98,2017-05-31,2725.5955000000004,381.25
99,2017-06-30,2753.7635384615387,300.0
100,2017-07-31,2716.470588235294,470.0
101,2017-08-31,2838.5065714285715,200.0
102,2017-09-30,2896.5201612903224,316.5
103,2017-10-31,3027.844827586207,257.5
104,2017-11-30,3047.111166666667,352.5
105,2017-12-31,3095.129852941176,650.0
106,2018-01-31,3104.3888888888887,485.0
107,2018-02-28,3200.5235849056603,490.0
108,2018-03-31,3297.702037037037,372.5
109,2018-04-30,3175.3720930232557,550.0
110,2018-05-31,3458.4521052631576,608.75
111,2018-06-30,3557.84582278481,432.5
112,2018-07-31,3617.154901960784,645.0
113,2018-08-31,3525.1068,1000.0
114,2018-09-30,3808.8157142857144,750.0
115,2018-10-31,4180.6936,1295.0
116,2018-11-30,4204.459459459459,1300.0
117,2018-12-31,4492.632545454546,875.0
118,2019-01-31,4415.623392857143,1000.0
119,2019-02-28,4618.895,1290.0
120,2019-03-31,4768.015294117647,1550.0
121,2019-04-30,5159.459459459459,500.0
122,2019-05-31,4891.702127659574,1700.0
123,2019-06-30,4638.837209302325,1900.0
124,2019-07-31,5008.914102564102,1850.0
125,2019-08-31,5321.611041666666,1029.1674999999996
126,2019-09-30,5634.4890000000005,1292.5
127,2019-10-31,5795.673076923077,1500.0
128,2019-11-30,5728.120666666667,950.0
129,2019-12-31,6078.306451612903,655.0
130,2020-01-31,6067.401754385965,1650.0
131,2020-02-29,5801.025641025641,1382.5
132,2020-03-31,5865.842325581395,1450.0
133,2020-04-30,5846.064285714286,1205.1550000000007
134,2020-05-31,5458.333333333333,1475.0
135,2020-06-30,5557.051785714286,1000.0
136,2020-07-31,5471.403684210526,1000.0
137,2020-08-31,5671.643870967741,1175.0
138,2020-09-30,6056.216216216216,345.0
139,2020-10-31,5981.861794871795,390.0
140,2020-11-30,6092.755102040816,320.0
141,2020-12-31,6068.715357142857,212.5
142,2021-01-31,6093.774193548387,207.5
143,2021-02-28,6051.8841304347825,142.5
144,2021-03-31,5988.829787234043,75.0
145,2021-04-30,5916.25,62.5
146,2021-05-31,6048.775510204082,200.0
147,2021-06-30,6091.140350877193,200.0
148,2021-07-31,6064.401621621621,150.0
149,2021-08-31,6159.843714285715,200.0
150,2021-09-30,6091.225263157895,250.0
151,2021-10-31,6156.166666666667,500.0
152,2021-11-30,6367.016031746032,675.0
153,2021-12-31,7012.004782608696,1235.0
154,2022-01-31,7458.689846153847,310.0
155,2022-02-28,7058.720930232558,975.0
156,2022-03-31,7007.189863013698,850.0
157,2022-04-30,7128.208333333333,500.0
158,2022-05-31,7380.210172413793,318.91499999999996
159,2022-06-30,7375.195802469136,1000.0
160,2022-07-31,7422.9927586206895,1000.0
161,2022-08-31,7597.773461538461,662.5
162,2022-09-30,7458.8724999999995,577.5
163,2022-10-31,7469.705882352941,487.5
164,2022-11-30,7475.610000000001,450.0
165,2022-12-31,7456.171,550.0
166,2023-01-31,7641.201162790699,425.0
167,2023-02-28,7554.170769230768,352.5
168,2023-03-31,7499.83,400.0
169,2023-04-30,7506.705641025642,367.5
170,2023-05-31,7322.467500000001,662.5
171,2023-06-30,7351.716481481481,547.5
172,2023-07-31,7342.857142857143,525.0
173,2023-08-31,7237.9710869565215,325.0
174,2023-09-30,7060.75,275.0
175,2023-10-31,6970.80294117647,100.0
176,2023-11-30,6856.1575,225.0
177,2023-12-31,7030.938055555555,450.0
178,2024-01-31,6899.398717948718,200.0
179,2024-02-29,7010.795454545455,225.0
180,2024-03-31,6927.777777777777,262.5
181,2024-04-30,6800.0,150.0
