,date,mean,IQR
130,2020-02-29,4934.375,581.25
131,2020-03-31,4824.444444444444,500.0
132,2020-04-30,4580.0,500.0
133,2020-05-31,4266.666666666667,500.0
134,2020-06-30,4725.0,525.0
135,2020-07-31,4237.5,162.5
136,2020-08-31,4740.0,1000.0
137,2020-09-30,4330.0,200.0
138,2020-10-31,4420.0,400.0
139,2020-11-30,4450.0,150.0
140,2020-12-31,4349.428571428572,200.0
141,2021-01-31,4250.0,200.0
142,2021-02-28,4533.333333333333,112.5
143,2021-03-31,4378.909090909091,436.0
144,2021-04-30,4592.5,412.5
145,2021-05-31,4638.461538461538,200.0
146,2021-06-30,4760.0,325.0
147,2021-07-31,4628.125,325.0
148,2021-08-31,4400.0,300.0
149,2021-09-30,4750.727272727273,46.0
150,2021-10-31,4550.0,300.0
151,2021-11-30,4694.787619047619,364.15999999999985
152,2021-12-31,4750.907142857143,362.0
153,2022-01-31,4819.486666666667,112.60000000000036
154,2022-02-28,4992.36,172.28999999999996
155,2022-03-31,4917.7425,212.5
156,2022-04-30,5038.844705882353,100.0
157,2022-05-31,5040.909090909091,55.0
158,2022-06-30,4883.006666666666,100.0
159,2022-07-31,4584.615384615385,500.0
160,2022-08-31,4798.118571428572,325.2550000000001
161,2022-09-30,4994.6875,100.0
162,2022-10-31,5078.326666666667,45.01000000000022
163,2022-11-30,5004.285714285715,235.0
164,2022-12-31,5045.0,150.0
165,2023-01-31,4911.538461538462,600.0
166,2023-02-28,4990.0,105.0
167,2023-03-31,5068.885555555556,50.0
168,2023-04-30,4806.0,250.0
169,2023-05-31,4960.0,100.0
170,2023-06-30,4955.555555555556,50.0
171,2023-07-31,5010.0,85.0
172,2023-08-31,4740.0,300.0
173,2023-09-30,4714.285714285715,500.0
174,2023-10-31,4700.0,500.0
175,2023-11-30,4687.5,245.0
176,2023-12-31,4646.666666666667,130.0
177,2024-01-31,4560.0,125.0
178,2024-02-29,4495.0,215.0
179,2024-03-31,4585.0,15.0
