,date,mean_price,IQR_price,mean_volume,IQR_volume
0,2009-04-30,2150.0,250.0,58.825,65.825
1,2009-05-31,2073.684210526316,350.0,25.163157894736845,24.65
2,2009-06-30,2106.35,325.0,41.7675,64.8
3,2009-07-31,2306.540896551724,50.0,136.67379310344828,160.0
4,2009-08-31,2140.52575,400.0,50.027499999999996,71.125
5,2009-09-30,2260.359605263158,200.0,108.88684210526316,118.375
6,2009-10-31,2232.448552631579,400.0,71.66842105263159,91.0
7,2009-11-30,1967.510198019802,200.0,125.1029702970297,145.0
8,2009-12-31,2146.595681818182,400.0,91.95340909090909,119.15
9,2010-01-31,2183.6266101694914,400.0,55.867796610169485,73.5
10,2010-02-28,2067.1624074074075,575.0,79.53703703703704,83.69999999999999
11,2010-03-31,1893.8617647058825,222.5,37.588235294117645,27.75
12,2010-04-30,2064.0625,225.0,62.184374999999996,93.025
13,2010-05-31,2021.3542857142859,189.72249999999985,61.13333333333333,83.45
14,2010-06-30,1983.30884057971,550.0,74.5159420289855,97.6
15,2010-07-31,2085.9988970588233,500.0,151.99926470588235,145.7
16,2010-08-31,1993.4032098765433,146.0,111.7,112.8
17,2010-09-30,1980.4532258064517,287.5,62.78064516129032,49.5
18,2010-10-31,1765.9687654320987,500.0,45.88641975308642,67.4
19,2010-11-30,1736.800909090909,500.0,44.54,45.55
20,2010-12-31,1861.7598360655738,564.9699999999998,48.549180327868854,41.1
21,2011-01-31,1858.1522857142857,375.0,77.75142857142858,122.05
22,2011-02-28,1877.8592857142855,425.0,59.1875,90.025
23,2011-03-31,1772.9845454545452,500.0,31.314545454545453,31.8
24,2011-04-30,1780.9982352941176,327.5,57.747058823529414,57.25
25,2011-05-31,1763.1603773584907,500.0,56.89811320754717,43.800000000000004
26,2011-06-30,1889.26734375,601.0,73.7640625,95.5
27,2011-07-31,1892.1171176470586,150.0,113.88411764705882,124.69999999999999
28,2011-08-31,1725.7705263157895,400.0,76.95394736842105,87.175
29,2011-09-30,1720.6517647058824,400.0,43.83529411764706,54.5
30,2011-10-31,1726.2676056338028,400.0,88.41971830985916,121.75
31,2011-11-30,1597.0194594594595,300.0,48.76486486486486,78.0
32,2011-12-31,1872.9616025641026,150.0,162.68910256410257,194.075
33,2012-01-31,1838.8559444444445,161.25,100.41111111111111,103.125
34,2012-02-29,1696.350119047619,435.0,77.29642857142858,87.75
35,2012-03-31,1515.3387878787878,150.0,23.62121212121212,27.7
36,2012-04-30,1565.4088235294118,600.0,57.59117647058823,85.85
37,2012-05-31,1609.9254545454544,360.0,58.56,73.45
38,2012-06-30,1733.357984496124,350.0,72.18372093023257,92.0
39,2012-07-31,1563.8450684931506,670.0,50.31095890410958,45.0
40,2012-08-31,1626.2935384615384,575.0,63.02307692307692,70.0
41,2012-09-30,1483.1040625,556.25,72.275,75.45
42,2012-10-31,1503.158222222222,500.0,33.08888888888889,48.0
43,2012-11-30,1417.9570731707317,200.0,79.45121951219512,41.7
44,2012-12-31,1443.5837777777779,214.3699999999999,53.78,53.0
45,2013-01-31,1448.4333333333334,150.0,35.10909090909091,40.3
46,2013-02-28,1471.3313559322035,458.07000000000016,72.93050847457627,97.75
47,2013-03-31,1350.9328125,200.0,61.16875,64.25
48,2013-04-30,1410.4576923076922,250.0,42.06410256410256,56.3
49,2013-05-31,1331.596046511628,200.0,38.5,25.7
50,2013-06-30,1354.7037777777778,250.0,82.77777777777777,71.0
51,2013-07-31,1326.590909090909,75.0,69.7159090909091,101.94999999999999
52,2013-08-31,1327.53125,158.0,41.903125,47.325
53,2013-09-30,1322.5,150.0,23.405555555555555,35.675
54,2013-10-31,1328.2436842105262,50.0,55.49824561403509,68.7
55,2013-11-30,1327.3846153846155,85.0,37.393846153846155,47.0
56,2013-12-31,1370.21,100.0,36.05294117647059,53.0
57,2014-01-31,1328.859649122807,100.0,36.24035087719298,38.3
58,2014-02-28,1379.0664864864864,135.05999999999995,49.851351351351354,50.0
59,2014-03-31,1387.0668055555554,137.07999999999993,50.83888888888889,50.95
60,2014-04-30,1385.7227450980392,106.19000000000005,64.8921568627451,63.8
61,2014-05-31,1408.6809589041097,80.0,71.68493150684931,59.3
62,2014-06-30,1422.389512195122,50.0,41.75365853658537,50.0
63,2014-07-31,1407.5045454545457,200.0,36.942424242424245,39.85
64,2014-08-31,1415.1527272727271,200.0,35.656363636363636,38.5
65,2014-09-30,1482.8035185185186,100.0,57.14259259259259,61.525
66,2014-10-31,1506.0432352941177,230.0,50.79117647058824,27.65
67,2014-11-30,1542.155172413793,300.0,54.5551724137931,85.75
68,2014-12-31,1496.6666666666667,260.0,63.81333333333333,57.55
69,2015-01-31,1612.0536363636363,400.0,37.554545454545455,59.75
70,2015-02-28,1591.8886440677966,400.0,52.9864406779661,91.80000000000001
71,2015-03-31,1581.625,400.0,88.33125,56.875
72,2015-04-30,1703.6935483870968,345.0,46.93709677419355,61.275
73,2015-05-31,1716.7007142857144,600.0,60.12285714285715,65.475
74,2015-06-30,1868.9794339622642,350.0,36.03962264150943,28.8
75,2015-07-31,2048.189655172414,437.5,51.88275862068965,45.0
76,2015-08-31,2091.0822222222223,365.0,79.63888888888889,78.375
